Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
North Korea,2012,69.4942,,1,,Asia,Eastern Asia,PRK
South Korea,2012,81.21341,24600,5,1610000000000,Asia,Eastern Asia,KOR
Kosovo,2012,70.49756,3780,,15400000000,Europe,Southern Europe,XKX
Kuwait,2012,74.35185,49600,4,268000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2012,70.00244,1040,1,16400000000,Asia,Central Asia,KGZ
Lao PDR,2012,65.24851,1290,2,29600000000,Asia,South-eastern Asia,LAO
Latvia,2012,73.77805,13780,4,43161731885,Europe,Northern Europe,LVA
Lebanon,2012,78.90846,8440,3,75000000000,Asia,Western Asia,LBN
Lesotho,2012,48.836,1610,2,5560000000,Africa,Southern Africa,LSO
Liberia,2012,60.20437,340,1,3290000000,Africa,Western Africa,LBR
Libya,2012,71.64956,,3,,Africa,Northern Africa,LBY
Liechtenstein,2012,82.38293,,4,,Europe,Western Europe,LIE
Lithuania,2012,73.86341,14100,4,73600000000,Europe,Northern Europe,LTU
Luxembourg,2012,81.39268,74000,5,48100000000,Europe,Western Europe,LUX
Macao,2012,80.12317,61900,4,71400000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2012,75.03127,4750,3,24600000000,Europe,Southern Europe,MKD
Madagascar,2012,64.24666,430,1,31200000000,Africa,Eastern Africa,MDG
Malawi,2012,60.05029,450,1,17000000000,Africa,Eastern Africa,MWI
Malaysia,2012,74.42332,10200,3,671000000000,Asia,South-eastern Asia,MYS
Maldives,2012,76.46234,5960,3,4380000000,Asia,Southern Asia,MDV
Mali,2012,57.095,730,1,29400000000,Africa,Western Africa,MLI
Malta,2012,80.74634,21600,4,12400000000,Europe,Southern Europe,MLT
Marshall Islands,2012,,3990,3,194000000,Oceania,Micronesia,MHL
Mauritania,2012,62.56017,1330,2,13506740050,Africa,Western Africa,MRT
Mauritius,2012,73.86341,9260,3,21900000000,Africa,Eastern Africa,MUS
Mexico,2012,76.3541,9770,3,1990000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2012,68.85071,3220,2,361000000,Oceania,Micronesia,FSM
Moldova,2012,70.77249,2140,2,15000000000,Europe,Eastern Europe,MDA
Monaco,2012,,,4,,Europe,Western Europe,MCO
Mongolia,2012,68.61351,3670,2,28100000000,Asia,Eastern Asia,MNG
Montenegro,2012,75.70507,7000,3,8600000000,Europe,Southern Europe,MNE
Morocco,2012,73.36466,3000,2,234000000000,Africa,Northern Africa,MAR
Mozambique,2012,54.21212,520,1,26000000000,Africa,Eastern Africa,MOZ
Myanmar,2012,65.42778,1120,1,215000000000,Asia,South-eastern Asia,MMR
Namibia,2012,63.88115,5450,3,20700000000,Africa,Southern Africa,NAM
Nauru,2012,,9380,,,Oceania,Micronesia,NRU
Nepal,2012,68.82332,690,1,59200000000,Asia,Southern Asia,NPL
Netherlands,2012,81.10488,52500,5,783000000000,Europe,Western Europe,NLD
New Caledonia,2012,77.12195,,4,,Oceania,Melanesia,NCL
New Zealand,2012,81.1561,36800,5,146000000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2012,74.21246,1700,2,26400000000,Americas,Central America,NIC
Niger,2012,60.07254,390,1,15600000000,Africa,Western Africa,NER
Nigeria,2012,52.105,2470,2,910000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2012,,,4,,Oceania,Micronesia,MNP
Norway,2012,81.45122,99100,5,328000000000,Europe,Northern Europe,NOR
Oman,2012,76.58956,19100,4,152000000000,Asia,Western Asia,OMN
Pakistan,2012,65.71688,1260,2,791000000000,Asia,Southern Asia,PAK
Palau,2012,,9670,3,280000000,Oceania,Micronesia,PLW
Panama,2012,77.23705,9510,3,69900000000,Americas,Central America,PAN
Papua New Guinea,2012,62.2999,1820,2,18072930517,Oceania,Melanesia,PNG
Paraguay,2012,72.654,3430,2,47500000000,Americas,South America,PRY
Peru,2012,74.05766,5670,3,336000000000,Americas,South America,PER
Philippines,2012,68.00707,3000,2,591000000000,Asia,South-eastern Asia,PHL
Poland,2012,76.74634,13200,5,907000000000,Europe,Eastern Europe,POL
Portugal,2012,80.37317,21200,5,278000000000,Europe,Southern Europe,PRT
Puerto Rico,2012,78.92541,18500,4,125000000000,Americas,Caribbean,PRI
Qatar,2012,78.22766,79400,4,269000000000,Asia,Western Asia,QAT
Romania,2012,74.4122,8740,3,381000000000,Europe,Eastern Europe,ROU
Russian Federation,2012,70.36585,13300,4,3630000000000,Europe,Eastern Europe,RUS
Rwanda,2012,62.79937,640,1,16300000000,Africa,Eastern Africa,RWA
Samoa,2012,72.98005,3860,2,1090000000,Oceania,Polynesia,WSM
San Marino,2012,,,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2012,66.1339,1320,2,506000000,Africa,Middle Africa,STP
Saudi Arabia,2012,74.01602,23700,4,1470000000000,Asia,Western Asia,SAU
Senegal,2012,65.31888,1040,2,30500000000,Africa,Western Africa,SEN
Serbia,2012,74.83659,5700,3,94400000000,Europe,Southern Europe,SRB
Seychelles,2012,74.22683,12240,3,2141482321,Africa,Eastern Africa,SYC
Sierra Leone,2012,49.7491,590,1,9670000000,Africa,Western Africa,SLE
Singapore,2012,81.99512,51300,4,410000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2012,73.05366,,4,,Americas,Caribbean,SXM
Slovak Republic,2012,76.10976,17600,5,144000000000,Europe,Eastern Europe,SVK
Slovenia,2012,80.12439,23300,5,59300000000,Europe,Southern Europe,SVN
Solomon Islands,2012,67.50659,1520,2,1130000000,Oceania,Melanesia,SLB
Somalia,2012,54.69024,,1,,Africa,Eastern Africa,SOM
South Africa,2012,56.09832,7630,3,659000000000,Africa,Southern Africa,ZAF
South Sudan,2012,54.727,820,1,20000000000,Africa,Eastern Africa,SSD
Spain,2012,82.42683,29850,5,1500000000000,Europe,Southern Europe,ESP
Sri Lanka,2012,74.53124,3360,2,208000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2012,,13400,4,1140000000,Americas,Caribbean,KNA
St. Lucia,2012,74.77763,6890,3,1880000000,Americas,Caribbean,LCA
St. Martin (French part),2012,79.02195,,4,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2012,72.67185,6350,3,1110000000,Americas,Caribbean,VCT
Sudan,2012,62.8322,1640,2,150000000000,Africa,Northern Africa,SDN
Suriname,2012,70.80632,8760,3,8310000000,Americas,South America,SUR
Swaziland,2012,48.85063,3800,2,9730000000,Africa,Southern Africa,SWZ
Sweden,2012,81.70488,58700,5,426000000000,Europe,Northern Europe,SWE
Switzerland,2012,82.69756,84600,5,461000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2012,70.7859,,2,,Asia,Western Asia,SYR
Tajikistan,2012,69.16698,1150,1,18900000000,Asia,Central Asia,TJK
Tanzania,2012,63.5209,780,1,108000000000,Africa,Eastern Africa,TZA
Thailand,2012,74.0719,5590,3,998000000000,Asia,South-eastern Asia,THA
Timor-Leste,2012,67.80015,4180,2,2390000000,Asia,South-eastern Asia,TLS
Togo,2012,58.55385,480,1,8797505606,Africa,Western Africa,TGO
Tonga,2012,72.488,4210,3,548000000,Oceania,Polynesia,TON
Trinidad and Tobago,2012,70.15139,16100,4,42700000000,Americas,Caribbean,TTO
Tunisia,2012,73.99512,4110,3,115000000000,Africa,Northern Africa,TUN
Turkey,2012,74.6368,10700,3,1390000000000,Asia,Western Asia,TUR
Turkmenistan,2012,65.31159,5660,3,65600000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2012,,,4,,Americas,Caribbean,TCA
Tuvalu,2012,,4810,3,35000000,Oceania,Polynesia,TUV
Uganda,2012,57.1002,630,1,60300000000,Africa,Eastern Africa,UGA
Ukraine,2012,70.94415,3500,2,386000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2012,77.02415,40100,4,547000000000,Asia,Western Asia,ARE
United Kingdom,2012,80.90488,41200,5,2390000000000,Europe,Northern Europe,GBR
United States,2012,78.74146,52500,5,16200000000000,Americas,Northern America,USA
Uruguay,2012,76.68839,13900,4,63900000000,Americas,South America,URY
Uzbekistan,2012,68.10198,1720,2,145000000000,Asia,Central Asia,UZB
Vanuatu,2012,71.40817,2950,2,731000000,Oceania,Melanesia,VUT
"Venezuela, RB",2012,73.92573,12500,3,538000000000,Americas,South America,VEN
Vietnam,2012,75.31939,1550,2,444000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2012,79.47317,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2012,72.55885,3070,,20000000000,Asia,Western Asia,PSE
"Yemen, Rep.",2012,63.32729,1240,2,96234421058,Asia,Western Asia,YEM
Zambia,2012,58.36332,1660,2,52538435072,Africa,Eastern Africa,ZMB
Zimbabwe,2012,53.64307,770,1,24457273616,Africa,Eastern Africa,ZWE
Taiwan,2012,78.48,21967,4,984000000000,Asia,Eastern Asia,TWN
Afghanistan,2013,60.02827,690,1,59600000000,Asia,Southern Asia,AFG
Albania,2013,77.64046,4480,3,30600000000,Europe,Southern Europe,ALB
Algeria,2013,74.56895,5520,3,526000000000,Africa,Northern Africa,DZA
American Samoa,2013,,,3,,Oceania,Polynesia,ASM
Andorra,2013,,43300,,,Europe,Southern Europe,AND
Angola,2013,51.86617,4720,3,166000000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2013,75.77866,13000,4,1890000000,Americas,Caribbean,ATG
Argentina,2013,75.9861,12850,3,861000000000,Americas,South America,ARG
Armenia,2013,74.56137,3980,2,23100000000,Asia,Western Asia,ARM
Aruba,2013,75.32866,,4,,Americas,Caribbean,ABW
Australia,2013,82.14878,65500,5,1050000000000,Oceania,Australia and New Zealand,AUS
Austria,2013,81.13659,50500,5,405000000000,Europe,Western Europe,AUT
Azerbaijan,2013,70.69059,7350,3,162000000000,Asia,Western Asia,AZE
"Bahamas, The",2013,75.07354,21470,4,8867783428,Americas,Caribbean,BHS
Bahrain,2013,76.54595,20900,4,58100000000,Asia,Western Asia,BHR
Bangladesh,2013,71.24524,1010,1,462000000000,Asia,Southern Asia,BGD
Barbados,2013,75.33395,14900,4,4480000000,Americas,Caribbean,BRB
Belarus,2013,72.47073,6790,3,167000000000,Europe,Eastern Europe,BLR
Belgium,2013,80.5878,47290,5,486000000000,Europe,Western Europe,BEL
Belize,2013,69.98205,4340,3,2820000000,Americas,Central America,BLZ
Benin,2013,59.31202,860,1,20000000000,Africa,Western Africa,BEN
Bermuda,2013,80.57244,106000,4,3410000000,Americas,Northern America,BMU
Bhutan,2013,69.10293,2330,2,5600000000,Asia,Southern Asia,BTN
Bolivia,2013,67.91344,2620,2,65555356380,Americas,South America,BOL
Bosnia and Herzegovina,2013,76.27693,4870,3,39000000000,Europe,Southern Europe,BIH
Botswana,2013,64.3608,7330,3,33835730909,Africa,Southern Africa,BWA
Brazil,2013,74.12244,12200,3,3230000000000,Americas,South America,BRA
British Virgin Islands,2013,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2013,78.54666,44500,4,33200000000,Asia,South-eastern Asia,BRN
Bulgaria,2013,74.86098,7610,3,121000000000,Europe,Eastern Europe,BGR
Burkina Faso,2013,58.24063,700,1,27600000000,Africa,Western Africa,BFA
Burundi,2013,56.25161,250,1,7860000000,Africa,Eastern Africa,BDI
Cabo Verde,2013,72.97237,3530,2,3210000000,Africa,Western Africa,CPV
Cambodia,2013,67.77205,960,1,46100000000,Asia,South-eastern Asia,KHM
Cameroon,2013,55.0418,1290,2,63100000000,Africa,Middle Africa,CMR
Canada,2013,81.76505,52560,5,1550000000000,Americas,Northern America,CAN
Cayman Islands,2013,,,4,,Americas,Caribbean,CYM
Central African Republic,2013,49.87988,310,1,2780000000,Africa,Middle Africa,CAF
Chad,2013,51.19149,980,1,27300000000,Africa,Middle Africa,TCD
Channel Islands,2013,80.46283,,4,,Europe,Western Europe,CHI
Chile,2013,81.19793,15300,5,396000000000,Americas,South America,CHL
China,2013,75.58515,6800,6,16800000000000,Asia,Eastern Asia,CHN
Colombia,2013,73.80973,7760,3,602000000000,Americas,South America,COL
Comoros,2013,62.93217,820,1,1100000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2013,58.27193,370,1,50600000000,Africa,Middle Africa,COD
"Congo, Rep.",2013,61.66639,2620,2,26100000000,Africa,Middle Africa,COG
Costa Rica,2013,79.22522,9800,3,68200000000,Americas,Central America,CRI
Cote d'Ivoire,2013,51.20846,1360,2,65500000000,Africa,Western Africa,CIV
Croatia,2013,77.12683,13500,4,92300000000,Europe,Southern Europe,HRV
Cuba,2013,79.25639,,3,235000000000,Americas,Caribbean,CUB
Curacao,2013,,,4,,Americas,Caribbean,CUW
Cyprus,2013,79.94978,27000,4,26400000000,Asia,Western Asia,CYP
Czech Republic,2013,78.17561,19300,5,321000000000,Europe,Eastern Europe,CZE
Denmark,2013,80.3,62100,5,259000000000,Europe,Northern Europe,DNK
Djibouti,2013,61.68646,,2,2670000000,Africa,Eastern Africa,DJI
Dominica,2013,,6810,3,750000000,Americas,Caribbean,DMA
Dominican Republic,2013,73.3199,5850,3,126000000000,Americas,Caribbean,DOM
Ecuador,2013,75.64851,5830,3,173000000000,Americas,South America,ECU
"Egypt, Arab Rep.",2013,70.92578,3040,2,911000000000,Africa,Northern Africa,EGY
El Salvador,2013,72.49815,3850,2,49400000000,Americas,Central America,SLV
Equatorial Guinea,2013,57.29083,18500,4,36700000000,Africa,Middle Africa,GNQ
Eritrea,2013,63.17788,,1,,Africa,Eastern Africa,ERI
Estonia,2013,77.14146,18300,5,36200000000,Europe,Northern Europe,EST
Ethiopia,2013,63.4422,470,1,130000000000,Africa,Eastern Africa,ETH
Faroe Islands,2013,81.44146,,4,,Europe,Northern Europe,FRO
Fiji,2013,69.91793,4690,3,7260000000,Oceania,Melanesia,FJI
Finland,2013,80.97561,49220,5,225000000000,Europe,Northern Europe,FIN
France,2013,82.21951,43400,5,2610000000000,Europe,Western Europe,FRA
French Polynesia,2013,76.33407,,4,,Oceania,Polynesia,PYF
Gabon,2013,63.84359,10300,3,31000000000,Africa,Middle Africa,GAB
"Gambia, The",2013,59.99927,500,1,3080000000,Africa,Western Africa,GMB
Georgia,2013,74.5139,4240,2,32300000000,Asia,Western Asia,GEO
Germany,2013,80.8439,46600,5,3650000000000,Europe,Western Europe,DEU
Ghana,2013,61.14207,1740,2,104000000000,Africa,Western Africa,GHA
Gibraltar,2013,,,,,Europe,Southern Europe,GIB
Greece,2013,81.28537,22500,5,286000000000,Europe,Southern Europe,GRC
Greenland,2013,,,4,,Americas,Northern America,GRL
Grenada,2013,73.19356,7550,3,1230000000,Americas,Caribbean,GRD
Guam,2013,78.87251,,4,,Oceania,Micronesia,GUM
Guatemala,2013,71.48639,3290,2,113000000000,Americas,Central America,GTM
Guinea,2013,58.21649,450,1,14700000000,Africa,Western Africa,GIN
Guinea-Bissau,2013,54.83841,600,1,2430000000,Africa,Western Africa,GNB
Guyana,2013,66.31002,3940,2,5240000000,Americas,South America,GUY
Haiti,2013,62.40115,800,1,17600000000,Americas,Caribbean,HTI
Honduras,2013,72.94285,2240,2,37400000000,Americas,Central America,HND
Hong Kong,2013,83.83171,38500,4,384000000000,Asia,Eastern Asia,HKG
Hungary,2013,75.56585,13400,3,241000000000,Europe,Eastern Europe,HUN
Iceland,2013,82.06098,46400,5,13700000000,Europe,Northern Europe,ISL
India,2013,67.66041,1520,2,6740000000000,Asia,Southern Asia,IND
Indonesia,2013,68.70461,3740,2,2520000000000,Asia,South-eastern Asia,IDN
Iran,2013,75.12598,7120,3,1280000000000,Asia,Southern Asia,IRN
Iraq,2013,69.18349,6840,3,529000000000,Asia,Western Asia,IRQ
Ireland,2013,81,44100,5,222000000000,Europe,Northern Europe,IRL
Isle of Man,2013,,83960,,,Europe,Northern Europe,IMN
Israel,2013,82.0561,34400,5,276000000000,Asia,Western Asia,ISR
Italy,2013,82.69024,35400,5,2180000000000,Europe,Southern Europe,ITA
Jamaica,2013,75.48824,5310,3,23700000000,Americas,Caribbean,JAM
Japan,2013,83.33195,48300,5,4970000000000,Asia,Eastern Asia,JPN
Jordan,2013,73.9,4420,3,76200000000,Asia,Western Asia,JOR
Kazakhstan,2013,70.45,11840,3,405000000000,Asia,Central Asia,KAZ
Kenya,2013,60.95378,1180,1,124000000000,Africa,Eastern Africa,KEN
Kiribati,2013,65.76659,2840,2,206000000,Oceania,Micronesia,KIR
North Korea,2013,69.79195,,1,,Asia,Eastern Asia,PRK
South Korea,2013,81.70512,25900,5,1650000000000,Asia,Eastern Asia,KOR
Kosovo,2013,70.79756,3960,,16200000000,Europe,Southern Europe,XKX
Kuwait,2013,74.46968,52100,4,276000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2013,70.20244,1220,2,18500000000,Asia,Central Asia,KGZ
Lao PDR,2013,65.68724,1490,2,32600000000,Asia,South-eastern Asia,LAO
Latvia,2013,73.98293,14900,4,45700000000,Europe,Northern Europe,LVA
Lebanon,2013,79.13371,8180,3,76850317287,Asia,Western Asia,LBN
Lesotho,2013,49.33146,1660,2,5760000000,Africa,Southern Africa,LSO
Liberia,2013,60.52039,370,1,3631054395,Africa,Western Africa,LBR
Libya,2013,71.65768,,3,,Africa,Northern Africa,LBY
Liechtenstein,2013,82.26098,,4,,Europe,Western Europe,LIE
Lithuania,2013,73.91463,15300,4,78900000000,Europe,Northern Europe,LTU
Luxembourg,2013,81.8,73500,5,52000000000,Europe,Western Europe,LUX
Macao,2013,80.33915,71600,4,80600000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2013,75.18705,5010,3,26300000000,Europe,Southern Europe,MKD
Madagascar,2013,64.6739,440,1,32400000000,Africa,Eastern Africa,MDG
Malawi,2013,61.466,390,1,18200000000,Africa,Eastern Africa,MWI
Malaysia,2013,74.56751,10900,3,714000000000,Asia,South-eastern Asia,MYS
Maldives,2013,76.60261,6000,3,4660000000,Asia,Southern Asia,MDV
Mali,2013,57.5352,760,1,30600000000,Africa,Western Africa,MLI
Malta,2013,81.74634,22500,4,13300000000,Europe,Southern Europe,MLT
Marshall Islands,2013,,4270,3,202000000,Oceania,Micronesia,MHL
Mauritania,2013,62.80271,1420,2,14600000000,Africa,Western Africa,MRT
Mauritius,2013,74.01707,9790,3,23000000000,Africa,Eastern Africa,MUS
Mexico,2013,76.53266,9920,3,2050000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2013,68.97339,3280,2,354000000,Oceania,Micronesia,FSM
Moldova,2013,71.17205,2470,2,16700000000,Europe,Eastern Europe,MDA
Monaco,2013,,,4,,Europe,Western Europe,MCO
Mongolia,2013,69.0618,4370,2,31800000000,Asia,Eastern Asia,MNG
Montenegro,2013,75.9702,7330,3,9250000000,Europe,Southern Europe,MNE
Morocco,2013,73.70905,3100,2,249000000000,Africa,Northern Africa,MAR
Mozambique,2013,54.64151,590,1,28300000000,Africa,Eastern Africa,MOZ
Myanmar,2013,65.6541,1190,1,237000000000,Asia,South-eastern Asia,MMR
Namibia,2013,64.34388,5730,3,22196845090,Africa,Southern Africa,NAM
Nauru,2013,,14600,,,Oceania,Micronesia,NRU
Nepal,2013,69.222,730,1,62700000000,Asia,Southern Asia,NPL
Netherlands,2013,81.30488,52300,5,819000000000,Europe,Western Europe,NLD
New Caledonia,2013,77.32195,,4,,Oceania,Melanesia,NCL
New Zealand,2013,81.40732,40000,5,161000000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2013,74.51476,1790,2,28018197002,Americas,Central America,NIC
Niger,2013,60.82815,400,1,16700000000,Africa,Western Africa,NER
Nigeria,2013,52.44215,2680,2,974000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2013,,,4,,Oceania,Micronesia,MNP
Norway,2013,81.75122,104000,5,340000000000,Europe,Northern Europe,NOR
Oman,2013,76.84105,19600,4,161000000000,Asia,Western Asia,OMN
Pakistan,2013,65.96368,1360,2,839000000000,Asia,Southern Asia,PAK
Palau,2013,,9760,3,278000000,Oceania,Micronesia,PLW
Panama,2013,77.41922,10500,3,75700000000,Americas,Central America,PAN
Papua New Guinea,2013,62.44917,2040,2,19400000000,Oceania,Melanesia,PNG
Paraguay,2013,72.79917,4190,2,55049839778,Americas,South America,PRY
Peru,2013,74.28385,6270,3,362000000000,Americas,South America,PER
Philippines,2013,68.13156,3340,2,643000000000,Asia,South-eastern Asia,PHL
Poland,2013,77,13500,5,941000000000,Europe,Eastern Europe,POL
Portugal,2013,80.72195,21300,5,292000000000,Europe,Southern Europe,PRT
Puerto Rico,2013,79.15944,19300,4,126000000000,Americas,Caribbean,PRI
Qatar,2013,78.41849,87600,4,286000000000,Asia,Western Asia,QAT
Romania,2013,75.06341,9260,3,397000000000,Europe,Eastern Europe,ROU
Russian Federation,2013,70.36585,14800,4,3470000000000,Europe,Eastern Europe,RUS
Rwanda,2013,63.39483,670,1,17400000000,Africa,Eastern Africa,RWA
Samoa,2013,73.25039,3960,2,1080000000,Oceania,Polynesia,WSM
San Marino,2013,,,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2013,66.25951,1520,2,539225903,Africa,Middle Africa,STP
Saudi Arabia,2013,74.17763,25200,4,1530000000000,Asia,Western Asia,SAU
Senegal,2013,65.87876,1040,2,32000000000,Africa,Western Africa,SEN
Serbia,2013,75.18537,6050,3,98700000000,Europe,Southern Europe,SRB
Seychelles,2013,73.11951,13500,3,2310000000,Africa,Eastern Africa,SYC
Sierra Leone,2013,50.36312,730,1,11900000000,Africa,Western Africa,SLE
Singapore,2013,82.24634,54600,4,436000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2013,,,4,,Americas,Caribbean,SXM
Slovak Republic,2013,76.4122,18100,5,151000000000,Europe,Eastern Europe,SVK
Slovenia,2013,80.32195,23200,5,60900000000,Europe,Southern Europe,SVN
Solomon Islands,2013,67.71893,1830,2,1190000000,Oceania,Melanesia,SLB
Somalia,2013,55.02302,,1,,Africa,Eastern Africa,SOM
South Africa,2013,56.73659,7410,3,686000000000,Africa,Southern Africa,ZAF
South Sudan,2013,55.2209,970,2,23000000000,Africa,Eastern Africa,SSD
Spain,2013,83.07805,29500,5,1530000000000,Europe,Southern Europe,ESP
Sri Lanka,2013,74.65383,3490,2,218000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2013,,14400,4,1230000000,Americas,Caribbean,KNA
St. Lucia,2013,74.91271,7040,3,1910000000,Americas,Caribbean,LCA
