Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
Romania,1991,69.78439,,2,110000000000,Europe,Eastern Europe,ROU
Russian Federation,1991,68.47439,3440,3,1170000000000,Europe,Eastern Europe,RUS
Rwanda,1991,29.74583,320,1,4020000000,Africa,Eastern Africa,RWA
Samoa,1991,65.55895,,2,388000000,Oceania,Polynesia,WSM
San Marino,1991,,,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,1991,61.93454,,1,,Africa,Middle Africa,STP
Saudi Arabia,1991,69.5922,8010,3,421000000000,Asia,Western Asia,SAU
Senegal,1991,57.40949,710,2,9530000000,Africa,Western Africa,SEN
Serbia,1991,71.4878,,,,Europe,Southern Europe,SRB
Seychelles,1991,,5180,3,678000000,Africa,Eastern Africa,SYC
Sierra Leone,1991,36.74834,190,1,3690000000,Africa,Western Africa,SLE
Singapore,1991,75.64634,13000,4,74500000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),1991,,,,,Americas,Caribbean,SXM
Slovak Republic,1991,70.88293,,,,Europe,Eastern Europe,SVK
Slovenia,1991,73.35366,,,,Europe,Southern Europe,SVN
Solomon Islands,1991,57.21385,,1,396000000,Oceania,Melanesia,SLB
Somalia,1991,45.27088,,1,,Africa,Eastern Africa,SOM
South Africa,1991,62.2948,3320,3,241000000000,Africa,Southern Africa,ZAF
South Sudan,1991,44.22593,,,,Africa,Eastern Africa,SSD
Spain,1991,76.97122,13700,5,561000000000,Europe,Southern Europe,ESP
Sri Lanka,1991,69.7802,500,1,43700000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,1991,,4940,3,382000000,Americas,Caribbean,KNA
St. Lucia,1991,71.13817,2830,2,752000000,Americas,Caribbean,LCA
St. Martin (French part),1991,75.92439,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,1991,70.23744,2230,2,405000000,Americas,Caribbean,VCT
Sudan,1991,55.69085,440,1,32400000000,Africa,Northern Africa,SDN
Suriname,1991,67.58049,1120,3,2970000000,Americas,South America,SUR
Swaziland,1991,59.29327,1290,2,3240000000,Africa,Southern Africa,SWZ
Sweden,1991,77.66683,29100,5,176000000000,Europe,Northern Europe,SWE
Switzerland,1991,77.51463,37510,5,189000000000,Europe,Western Europe,CHE
Syrian Arab Republic,1991,70.396,990,2,,Asia,Western Asia,SYR
Tajikistan,1991,62.62754,,2,11900000000,Asia,Central Asia,TJK
Tanzania,1991,49.62341,180,1,24800000000,Africa,Eastern Africa,TZA
Thailand,1991,70.28724,1660,2,273000000000,Asia,South-eastern Asia,THA
Timor-Leste,1991,49.34427,,,,Asia,South-eastern Asia,TLS
Togo,1991,55.83502,400,1,3390000000,Africa,Western Africa,TGO
Tonga,1991,69.69305,1350,2,242000000,Oceania,Polynesia,TON
Trinidad and Tobago,1991,68.11059,3850,3,10300000000,Americas,Caribbean,TTO
Tunisia,1991,70.50732,1480,2,32100000000,Africa,Northern Africa,TUN
Turkey,1991,64.7831,2580,2,345000000000,Asia,Western Asia,TUR
Turkmenistan,1991,62.67829,,2,19500000000,Asia,Central Asia,TKM
Turks and Caicos Islands,1991,,,,,Americas,Caribbean,TCA
Tuvalu,1991,,,,14800000,Oceania,Polynesia,TUV
Uganda,1991,44.61222,250,1,9600000000,Africa,Eastern Africa,UGA
Ukraine,1991,68.87805,,2,332000000000,Europe,Eastern Europe,UKR
United Arab Emirates,1991,72.01229,,4,140000000000,Asia,Western Asia,ARE
United Kingdom,1991,76.08293,19100,5,979000000000,Europe,Northern Europe,GBR
United States,1991,75.36585,24400,5,6170000000000,Americas,Northern America,USA
Uruguay,1991,72.71905,3180,3,21200000000,Americas,South America,URY
Uzbekistan,1991,66.50627,,2,41900000000,Asia,Central Asia,UZB
Vanuatu,1991,63.64778,1090,2,257000000,Oceania,Melanesia,VUT
"Venezuela, RB",1991,69.99441,2580,3,210000000000,Americas,South America,VEN
Vietnam,1991,70.70807,110,1,70100000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),1991,75.09902,,4,,Americas,Caribbean,VIR
West Bank and Gaza,1991,68.39454,,,,Asia,Western Asia,PSE
"Yemen, Rep.",1991,58.1109,,1,28500000000,Asia,Western Asia,YEM
Zambia,1991,43.60232,390,1,12550499563,Africa,Eastern Africa,ZMB
Zimbabwe,1991,58.19717,850,1,18666569832,Africa,Eastern Africa,ZWE
Taiwan,1991,75,9382,4,230000000000,Asia,Eastern Asia,TWN
Afghanistan,1992,51.36293,,1,,Asia,Southern Asia,AFG
Albania,1992,71.9008,300,2,6180000000,Europe,Southern Europe,ALB
Algeria,1992,67.20968,1890,2,182000000000,Africa,Northern Africa,DZA
American Samoa,1992,,,3,,Oceania,Polynesia,ASM
Andorra,1992,,20140,,,Europe,Southern Europe,AND
Angola,1992,41.31302,1580,2,33600000000,Africa,Middle Africa,AGO
Antigua and Barbuda,1992,71.63471,6370,3,746000000,Americas,Caribbean,ATG
Argentina,1992,71.98895,6280,3,305000000000,Americas,South America,ARG
Armenia,1992,67.85334,310,2,4650000000,Asia,Western Asia,ARM
Aruba,1992,73.47176,,3,,Americas,Caribbean,ABW
Australia,1992,77.37805,18600,5,319000000000,Oceania,Australia and New Zealand,AUS
Austria,1992,75.81707,24400,5,166000000000,Europe,Western Europe,AUT
Azerbaijan,1992,64.20724,,2,32000000000,Asia,Western Asia,AZE
"Bahamas, The",1992,70.92963,11550,4,3917834413,Americas,Caribbean,BHS
Bahrain,1992,72.91473,9890,3,14100000000,Asia,Western Asia,BHR
Bangladesh,1992,59.71785,320,1,102000000000,Asia,Southern Asia,BGD
Barbados,1992,71.63122,7480,3,2140000000,Americas,Caribbean,BRB
Belarus,1992,70.02195,1670,3,50200000000,Europe,Eastern Europe,BLR
Belgium,1992,76.35122,23300,5,204000000000,Europe,Western Europe,BEL
Belize,1992,70.74661,2660,2,819673944,Americas,Central America,BLZ
Benin,1992,54.32702,360,1,5340000000,Africa,Western Africa,BEN
Bermuda,1992,,29000,4,1580000000,Americas,Northern America,BMU
Bhutan,1992,54.04051,480,1,888985220,Asia,Southern Asia,BTN
Bolivia,1992,56.19824,770,2,18600000000,Americas,South America,BOL
Bosnia and Herzegovina,1992,70.51805,,2,,Europe,Southern Europe,BIH
Botswana,1992,60.93849,3050,3,8440000000,Africa,Southern Africa,BWA
Brazil,1992,66.1718,3140,3,1060000000000,Americas,South America,BRA
British Virgin Islands,1992,,,,,Americas,Caribbean,VGB
Brunei Darussalam,1992,73.53339,15300,4,16200000000,Asia,South-eastern Asia,BRN
Bulgaria,1992,71.49439,1430,2,40600000000,Europe,Eastern Europe,BGR
Burkina Faso,1992,49.27795,320,1,5560000000,Africa,Western Africa,BFA
Burundi,1992,47.70173,200,1,4270000000,Africa,Eastern Africa,BDI
Cabo Verde,1992,66.37154,1040,2,435000000,Africa,Western Africa,CPV
Cambodia,1992,54.15078,,1,,Asia,South-eastern Asia,KHM
Cameroon,1992,53.60195,870,2,21300000000,Africa,Middle Africa,CMR
Canada,1992,77.32073,21100,5,583000000000,Americas,Northern America,CAN
Cayman Islands,1992,,,,,Americas,Caribbean,CYM
Central African Republic,1992,48.25737,450,1,1740000000,Africa,Middle Africa,CAF
Chad,1992,47.12185,330,1,5300000000,Africa,Middle Africa,TCD
Channel Islands,1992,75.84968,,4,,Europe,Western Europe,CHI
Chile,1992,73.55844,3050,2,75697104669,Americas,South America,CHL
China,1992,69.33963,390,6,1480000000000,Asia,Eastern Asia,CHN
Colombia,1992,68.64022,1280,2,189000000000,Americas,South America,COL
Comoros,1992,57.59934,640,1,462000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",1992,49.26141,,1,24800000000,Africa,Middle Africa,COD
"Congo, Rep.",1992,53.95912,1050,2,9000000000,Africa,Middle Africa,COG
Costa Rica,1992,76.02022,2580,2,18400000000,Americas,Central America,CRI
Cote d'Ivoire,1992,51.71161,760,2,26708332257,Africa,Western Africa,CIV
Croatia,1992,71.24146,,2,,Europe,Southern Europe,HRV
Cuba,1992,74.80329,2130,2,78200000000,Americas,Caribbean,CUB
Curacao,1992,,,,,Americas,Caribbean,CUW
Cyprus,1992,76.82632,11200,4,8900000000,Asia,Western Asia,CYP
Czech Republic,1992,72.27171,3330,2,121000000000,Europe,Eastern Europe,CZE
Denmark,1992,75.19415,28900,5,102000000000,Europe,Northern Europe,DNK
Djibouti,1992,56.92959,800,2,1200000000,Africa,Eastern Africa,DJI
Dominica,1992,73.95122,2590,2,335000000,Americas,Caribbean,DMA
Dominican Republic,1992,68.83712,1320,2,28832165828,Americas,Caribbean,DOM
Ecuador,1992,69.96359,1600,2,55500000000,Americas,South America,ECU
"Egypt, Arab Rep.",1992,65.36963,740,1,245000000000,Africa,Northern Africa,EGY
El Salvador,1992,65.57798,1080,2,18100000000,Americas,Central America,SLV
Equatorial Guinea,1992,49.04144,420,1,389000000,Africa,Middle Africa,GNQ
Eritrea,1992,49.84005,,1,2370000000,Africa,Eastern Africa,ERI
Estonia,1992,68.86341,,3,,Europe,Northern Europe,EST
Ethiopia,1992,47.91324,220,1,18200000000,Africa,Eastern Africa,ETH
Faroe Islands,1992,76.61463,,4,,Europe,Northern Europe,FRO
Fiji,1992,66.01124,1990,2,3030000000,Oceania,Melanesia,FJI
Finland,1992,75.45537,24200,5,87000000000,Europe,Northern Europe,FIN
France,1992,77.1,24010,5,1120000000000,Europe,Western Europe,FRA
French Polynesia,1992,69.44034,17400,4,,Oceania,Polynesia,PYF
Gabon,1992,61.25451,5110,3,13000000000,Africa,Middle Africa,GAB
"Gambia, The",1992,52.71144,550,1,1010000000,Africa,Western Africa,GMB
Georgia,1992,69.94773,750,2,11400000000,Asia,Western Asia,GEO
Germany,1992,75.81951,25900,5,1750000000000,Europe,Western Europe,DEU
Ghana,1992,57.43678,440,1,21000000000,Africa,Western Africa,GHA
Gibraltar,1992,,,3,,Europe,Southern Europe,GIB
Greece,1992,77.38293,11200,3,149000000000,Europe,Southern Europe,GRC
Greenland,1992,65.1961,17400,4,,Americas,Northern America,GRL
Grenada,1992,68.82561,2530,2,502000000,Americas,Caribbean,GRD
Guam,1992,72.54007,,3,,Oceania,Micronesia,GUM
Guatemala,1992,63.31176,1020,2,35100000000,Americas,Central America,GTM
Guinea,1992,51.0041,460,1,4910000000,Africa,Western Africa,GIN
Guinea-Bissau,1992,49.75173,220,1,1150000000,Africa,Western Africa,GNB
Guyana,1992,63.78324,440,1,1650000000,Americas,South America,GUY
Haiti,1992,55.25595,,1,,Americas,Caribbean,HTI
Honduras,1992,67.5792,610,1,11700000000,Americas,Central America,HND
Hong Kong,1992,77.67805,16600,4,118000000000,Asia,Eastern Asia,HKG
Hungary,1992,69.11707,,3,85200000000,Europe,Eastern Europe,HUN
Iceland,1992,78.76024,26400,5,5750000000,Europe,Northern Europe,ISL
India,1992,58.94507,350,1,1120000000000,Asia,Southern Asia,IND
Indonesia,1992,63.97427,670,1,648000000000,Asia,South-eastern Asia,IDN
Iraq,1992,67.3049,,2,65500000000,Asia,Western Asia,IRQ
Ireland,1992,75.13624,14400,5,53700000000,Europe,Northern Europe,IRL
Isle of Man,1992,,,,,Europe,Northern Europe,IMN
Israel,1992,76.50488,12600,4,74900000000,Asia,Western Asia,ISR
Italy,1992,77.41951,22900,5,1140000000000,Europe,Southern Europe,ITA
Jamaica,1992,71.96273,1630,2,12900000000,Americas,Caribbean,JAM
Japan,1992,79.1539,30200,5,2620000000000,Asia,Eastern Asia,JPN
Jordan,1992,70.37227,1350,2,18500000000,Asia,Western Asia,JOR
Kazakhstan,1992,67.73171,,2,123000000000,Asia,Central Asia,KAZ
Kenya,1992,57.47354,330,1,38290894122,Africa,Eastern Africa,KEN
Kiribati,1992,61.29973,1030,2,97900000,Oceania,Micronesia,KIR
North Korea,1992,68.95171,,2,,Asia,Eastern Asia,PRK
South Korea,1992,72.20049,8290,3,447000000000,Asia,Eastern Asia,KOR
Kosovo,1992,68.1,,,,Europe,Southern Europe,XKX
Kuwait,1992,72.55695,,4,58500000000,Asia,Western Asia,KWT
Kyrgyz Republic,1992,68.10244,520,2,8270000000,Asia,Central Asia,KGZ
Lao PDR,1992,54.55644,250,1,5160000000,Asia,South-eastern Asia,LAO
Latvia,1992,68.3961,,2,,Europe,Northern Europe,LVA
Lebanon,1992,70.87678,1830,2,21000000000,Asia,Western Asia,LBN
Lesotho,1992,59.57766,700,1,1717633899,Africa,Southern Africa,LSO
Liberia,1992,47.85149,,1,,Africa,Western Africa,LBR
Libya,1992,69.27507,,3,,Africa,Northern Africa,LBY
Liechtenstein,1992,,54400,,,Europe,Western Europe,LIE
Lithuania,1992,70.23439,,2,,Europe,Northern Europe,LTU
Luxembourg,1992,75.77073,35600,5,13800000000,Europe,Western Europe,LUX
Macao,1992,75.77961,12000,3,9930000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",1992,71.49473,1670,2,9720000000,Europe,Southern Europe,MKD
Madagascar,1992,52.28012,230,1,12400000000,Africa,Eastern Africa,MDG
Malawi,1992,43.46066,200,1,4830000000,Africa,Eastern Africa,MWI
Malaysia,1992,71.21429,2850,3,155000000000,Asia,South-eastern Asia,MYS
Maldives,1992,63.09329,,1,,Asia,Southern Asia,MDV
Mali,1992,47.12346,330,1,7950000000,Africa,Western Africa,MLI
Malta,1992,75.83341,8870,3,3888076355,Europe,Southern Europe,MLT
Marshall Islands,1992,,,2,100000000,Oceania,Micronesia,MHL
Mauritania,1992,58.78605,610,1,4040000000,Africa,Western Africa,MRT
Mauritius,1992,70.05854,2990,3,5942594766,Africa,Eastern Africa,MUS
Mexico,1992,71.58583,3700,3,588000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",1992,66.42266,,2,203000000,Oceania,Micronesia,FSM
Moldova,1992,67.24541,,2,,Europe,Eastern Europe,MDA
Monaco,1992,,91300,,,Europe,Western Europe,MCO
Mongolia,1992,60.67237,810,2,6330000000,Asia,Eastern Asia,MNG
Montenegro,1992,74.50066,,,,Europe,Southern Europe,MNE
Morocco,1992,65.67232,1270,2,70400000000,Africa,Northern Africa,MAR
Mozambique,1992,44.02856,180,1,3410000000,Africa,Eastern Africa,MOZ
Myanmar,1992,59.39632,,1,22500000000,Asia,South-eastern Asia,MMR
Namibia,1992,61.19,2310,2,6410000000,Africa,Southern Africa,NAM
Nauru,1992,,,,,Oceania,Micronesia,NRU
Nepal,1992,55.92449,200,1,17000000000,Asia,Southern Asia,NPL
Netherlands,1992,77.21707,23200,5,311000000000,Europe,Western Europe,NLD
New Caledonia,1992,71.61463,16100,3,,Oceania,Melanesia,NCL
New Zealand,1992,76.12439,12100,5,52700000000,Oceania,Australia and New Zealand,NZL
Nicaragua,1992,65.59141,240,1,8570000000,Americas,Central America,NIC
Niger,1992,45.12383,280,1,4690178707,Africa,Western Africa,NER
Nigeria,1992,46.07495,270,1,198000000000,Africa,Western Africa,NGA
Northern Mariana Islands,1992,,,2,,Oceania,Micronesia,MNP
Norway,1992,77.18439,30800,5,88200000000,Europe,Northern Europe,NOR
Oman,1992,68.40549,6520,3,49900000000,Asia,Western Asia,OMN
Pakistan,1992,60.67622,440,1,254000000000,Asia,Southern Asia,PAK
Palau,1992,,,,159000000,Oceania,Micronesia,PLW
Panama,1992,73.49073,3020,2,15600000000,Americas,Central America,PAN
Papua New Guinea,1992,56.3992,920,2,5690000000,Oceania,Melanesia,PNG
Paraguay,1992,68.37046,,2,18300000000,Americas,South America,PRY
Peru,1992,66.51737,1390,2,80527755037,Americas,South America,PER
Philippines,1992,65.64846,770,2,169000000000,Asia,South-eastern Asia,PHL
Poland,1992,71.09024,2040,2,237000000000,Europe,Eastern Europe,POL
Portugal,1992,74.3122,9870,3,131000000000,Europe,Southern Europe,PRT
Puerto Rico,1992,73.94637,6700,3,64100000000,Americas,Caribbean,PRI
Qatar,1992,75.44049,,4,,Asia,Western Asia,QAT
Romania,1992,69.78439,1250,2,102000000000,Europe,Eastern Europe,ROU
Russian Federation,1992,66.87317,3080,2,1020000000000,Europe,Eastern Europe,RUS
Rwanda,1992,27.48366,340,1,4350000000,Africa,Eastern Africa,RWA
Samoa,1992,66.07002,,2,396000000,Oceania,Polynesia,WSM
San Marino,1992,,,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,1992,62.0951,,1,,Africa,Middle Africa,STP
Saudi Arabia,1992,69.99793,8520,3,451000000000,Asia,Western Asia,SAU
Senegal,1992,57.50661,750,2,9870679019,Africa,Western Africa,SEN
Serbia,1992,,,,,Europe,Southern Europe,SRB
Seychelles,1992,70.67073,5930,3,743000000,Africa,Eastern Africa,SYC
Sierra Leone,1992,36.24659,150,1,3053448849,Africa,Western Africa,SLE
Singapore,1992,75.94634,15300,4,81600000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),1992,,,,,Americas,Caribbean,SXM
Slovak Republic,1992,71.79512,,2,37800000000,Europe,Eastern Europe,SVK
Slovenia,1992,73.30488,,3,,Europe,Southern Europe,SVN
Solomon Islands,1992,57.82112,800,2,456000000,Oceania,Melanesia,SLB
Somalia,1992,45.37232,,1,,Africa,Eastern Africa,SOM
South Africa,1992,62.32517,3320,3,241000000000,Africa,Southern Africa,ZAF
South Sudan,1992,44.92515,,,,Africa,Eastern Africa,SSD
Spain,1992,77.41,15700,5,579000000000,Europe,Southern Europe,ESP
Sri Lanka,1992,69.79641,560,1,46700000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,1992,67.95122,5340,3,408000000,Americas,Caribbean,KNA
St. Lucia,1992,71.19451,3180,3,823000000,Americas,Caribbean,LCA
St. Martin (French part),1992,75.42439,,,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,1992,70.36815,2540,2,441000000,Americas,Caribbean,VCT
Sudan,1992,55.87959,340,1,35400000000,Africa,Northern Africa,SDN
Suriname,1992,67.65107,1010,3,3030000000,Americas,South America,SUR
Swaziland,1992,58.97746,1500,2,3416147361,Africa,Southern Africa,SWZ
Sweden,1992,77.99878,31300,5,178000000000,Europe,Northern Europe,SWE
Switzerland,1992,77.8061,40900,5,193000000000,Europe,Western Europe,CHE
Syrian Arab Republic,1992,70.67441,1110,2,,Asia,Western Asia,SYR
Tajikistan,1992,62.4332,370,1,8680000000,Asia,Central Asia,TJK
Tanzania,1992,49.28015,180,1,25600000000,Africa,Eastern Africa,TZA
Thailand,1992,70.27307,1880,2,302000000000,Asia,South-eastern Asia,THA
Timor-Leste,1992,50.28027,,,,Asia,South-eastern Asia,TLS
Togo,1992,55.69768,410,1,3330000000,Africa,Western Africa,TGO
Tonga,1992,69.79722,1450,2,248000000,Oceania,Polynesia,TON
Trinidad and Tobago,1992,68.19163,4030,3,10330235865,Americas,Caribbean,TTO
Tunisia,1992,70.7561,1700,2,35400000000,Africa,Northern Africa,TUN
Turkey,1992,65.30022,2930,2,374000000000,Asia,Western Asia,TUR
Turkmenistan,1992,62.70615,,2,17000000000,Asia,Central Asia,TKM
Turks and Caicos Islands,1992,,,,,Americas,Caribbean,TCA
Tuvalu,1992,,,,15500000,Oceania,Polynesia,TUV
Uganda,1992,44.23929,190,1,10200000000,Africa,Eastern Africa,UGA
Ukraine,1992,69.06829,4130,2,307000000000,Europe,Eastern Europe,UKR
United Arab Emirates,1992,72.29641,,4,148000000000,Asia,Western Asia,ARE
United Kingdom,1992,76.43415,21100,5,1010000000000,Europe,Northern Europe,GBR
United States,1992,75.61707,25800,5,6540000000000,Americas,Northern America,USA
Uruguay,1992,72.9068,3830,3,23400000000,Americas,South America,URY
Uzbekistan,1992,66.35927,600,2,38000000000,Asia,Central Asia,UZB
Vanuatu,1992,64.10341,1120,2,270182217,Oceania,Melanesia,VUT
"Venezuela, RB",1992,70.18802,2740,3,228000000000,Americas,South America,VEN
Vietnam,1992,70.99546,130,1,77900000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),1992,75.40051,,4,,Americas,Caribbean,VIR
West Bank and Gaza,1992,68.71707,,,,Asia,Western Asia,PSE
"Yemen, Rep.",1992,58.41863,500,1,31500000000,Asia,Western Asia,YEM
Zambia,1992,43.00461,360,1,12614403105,Africa,Eastern Africa,ZMB
Zimbabwe,1992,56.49198,690,1,17370823594,Africa,Eastern Africa,ZWE
Taiwan,1992,75,11010,4,254000000000,Asia,Eastern Asia,TWN
Afghanistan,1993,52.02188,,1,,Asia,Southern Asia,AFG
Albania,1993,71.93585,320,1,6930000000,Europe,Southern Europe,ALB
Algeria,1993,67.47549,1720,2,183000000000,Africa,Northern Africa,DZA
American Samoa,1993,,,3,,Oceania,Polynesia,ASM
Andorra,1993,,18700,,,Europe,Southern Europe,AND
Angola,1993,41.4782,,2,25900000000,Africa,Middle Africa,AGO
Antigua and Barbuda,1993,71.86585,6810,3,805000000,Americas,Caribbean,ATG
Argentina,1993,72.21566,7070,3,331000000000,Americas,South America,ARG
Armenia,1993,68.06956,330,1,4340000000,Asia,Western Asia,ARM
Aruba,1993,73.50532,,3,,Americas,Caribbean,ABW
Australia,1993,77.87805,18850,5,338000000000,Oceania,Australia and New Zealand,AUS
Austria,1993,76.06829,24780,5,171000000000,Europe,Western Europe,AUT
Azerbaijan,1993,64.15402,590,2,25200000000,Asia,Western Asia,AZE
"Bahamas, The",1993,71.04815,11300,4,4020000000,Americas,Caribbean,BHS
Bahrain,1993,73.1239,10000,3,16300000000,Asia,Western Asia,BHR
Bangladesh,1993,60.4188,320,1,109000000000,Asia,Southern Asia,BGD
Barbados,1993,71.8541,7730,3,2210000000,Americas,Caribbean,BRB
Belarus,1993,68.97073,1590,3,47500000000,Europe,Eastern Europe,BLR
Belgium,1993,76.34537,23500,5,207000000000,Europe,Western Europe,BEL
Belize,1993,70.38239,2780,2,892000000,Americas,Central America,BLZ
Benin,1993,54.59498,380,1,5780000000,Africa,Western Africa,BEN
Bermuda,1993,,30900,4,1670000000,Americas,Northern America,BMU
Bhutan,1993,54.8261,450,1,928000000,Asia,Southern Asia,BTN
Bolivia,1993,56.74944,800,2,19800000000,Americas,South America,BOL
Bosnia and Herzegovina,1993,70.66912,,1,,Europe,Southern Europe,BIH
Botswana,1993,59.61898,3100,2,8808767042,Africa,Southern Africa,BWA
Brazil,1993,66.62768,3070,3,1140000000000,Americas,South America,BRA
British Virgin Islands,1993,,,,,Americas,Caribbean,VGB
Brunei Darussalam,1993,73.76724,15100,4,16600000000,Asia,South-eastern Asia,BRN
Bulgaria,1993,71.34683,1250,2,40900000000,Europe,Eastern Europe,BGR
Burkina Faso,1993,49.25966,280,1,5880000000,Africa,Western Africa,BFA
Burundi,1993,47.85859,170,1,4095359449,Africa,Eastern Africa,BDI
Cabo Verde,1993,66.79459,1180,2,484000000,Africa,Western Africa,CPV
Cambodia,1993,54.44176,,1,7080000000,Asia,South-eastern Asia,KHM
Cameroon,1993,53.52483,870,2,20100000000,Africa,Middle Africa,CMR
Canada,1993,77.68512,21000,5,613000000000,Americas,Northern America,CAN
Cayman Islands,1993,,,4,,Americas,Caribbean,CYM
Central African Republic,1993,47.80993,430,1,1790000000,Africa,Middle Africa,CAF
Chad,1993,47.21678,240,1,4570000000,Africa,Middle Africa,TCD
Channel Islands,1993,76.053,,4,,Europe,Western Europe,CHI
