Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Lesotho,LSO,Africa,2010,2,4740000000,47.5,1250
Liberia,LBR,Africa,2010,1,2710000000,59.4,250
Libya,LBY,Africa,2010,3,179000000000,71.7,12300
Liechtenstein,LIE,Europe,2010,4,,81.8,
Lithuania,LTU,Europe,2010,3,62300000000,73.3,12400
Luxembourg,LUX,Europe,2010,5,42779941251,80.6,79520
Macao,MAC,Asia,2010,4,51700000000,79.7,45900
"Macedonia, FYR",MKD,Europe,2010,3,23400000000,74.7,4720
Madagascar,MDG,Africa,2010,1,28700000000,63.4,420
Malawi,MWI,Africa,2010,1,15400000000,56.8,440
Malaysia,MYS,Asia,2010,3,581000000000,74.2,8230
Maldives,MDV,Asia,2010,3,3780726011,76.2,5380
Mali,MLI,Africa,2010,1,27600000000,56.2,690
Malta,MLT,Europe,2010,4,11500000000,81.4,20500
Marshall Islands,MHL,Oceania,2010,2,177000000,,3790
Mauritania,MRT,Africa,2010,2,11700000000,62.0,1140
Mauritius,MUS,Africa,2010,3,19500000000,73.0,8250
Mexico,MEX,Americas,2010,3,1730000000000,76.0,8840
"Micronesia, Fed. Sts.",FSM,Oceania,2010,2,338796966,68.6,2870
Moldova,MDA,Europe,2010,2,13600000000,69.7,1820
Monaco,MCO,Europe,2010,4,,,
Mongolia,MNG,Asia,2010,2,20500000000,67.6,2000
Montenegro,MNE,Europe,2010,3,8460000000,75.0,6890
Morocco,MAR,Africa,2010,2,208000000000,72.6,2950
Mozambique,MOZ,Africa,2010,1,21800000000,53.2,460
Myanmar,MMR,Asia,2010,1,183000000000,64.9,830
Namibia,NAM,Africa,2010,3,18000000000,62.5,4360
Nauru,NRU,Oceania,2010,,,,5800
Nepal,NPL,Asia,2010,1,52600000000,68.0,540
Netherlands,NLD,Europe,2010,5,741000000000,80.7,53500
New Caledonia,NCL,Oceania,2010,4,,77.5,
New Zealand,NZL,Oceania,2010,5,136000000000,80.7,29600
Nicaragua,NIC,Americas,2010,2,22600000000,73.6,1480
Niger,NER,Africa,2010,1,13100000000,58.3,360
Nigeria,NGA,Africa,2010,2,800000000000,51.3,1460
Northern Mariana Islands,MNP,Oceania,2010,4,,,
Norway,NOR,Europe,2010,5,284000000000,81.0,88400
Oman,OMN,Asia,2010,4,135000000000,76.1,18800
Pakistan,PAK,Asia,2010,2,716000000000,65.2,1080
Palau,PLW,Oceania,2010,3,249000000,,8910
Panama,PAN,Americas,2010,3,55000000000,76.9,7010
Papua New Guinea,PNG,Oceania,2010,2,14500000000,62.0,1270
Paraguay,PRY,Americas,2010,2,44400000000,72.3,2930
Peru,PER,Americas,2010,3,287000000000,73.6,4360
Philippines,PHL,Asia,2010,2,514000000000,67.8,2750
Poland,POL,Europe,2010,5,802000000000,76.2,12700
Portugal,PRT,Europe,2010,5,289000000000,79.0,23000
Puerto Rico,PRI,Americas,2010,4,126000000000,78.4,16600
Qatar,QAT,Asia,2010,4,218000000000,77.8,66890
Romania,ROU,Europe,2010,3,348000000000,73.5,8590
Russian Federation,RUS,Europe,2010,3,2930000000000,68.9,9980
Rwanda,RWA,Africa,2010,1,13400000000,61.4,550
Samoa,WSM,Oceania,2010,2,985000000,72.4,3230
San Marino,SMR,Europe,2010,4,,83.2,
Sao Tome and Principe,STP,Africa,2010,2,452334225,65.9,1190
Saudi Arabia,SAU,Asia,2010,4,1220000000000,73.7,18500
Senegal,SEN,Africa,2010,2,27600000000,64.0,1040
Serbia,SRB,Europe,2010,3,88200000000,74.3,5850
Seychelles,SYC,Africa,2010,3,1790000000,73.2,10200
Sierra Leone,SLE,Africa,2010,1,7702647247,48.2,470
Singapore,SGP,Asia,2010,4,358000000000,81.5,44800
Sint Maarten (Dutch part),SXM,Americas,2010,4,,,
Slovak Republic,SVK,Europe,2010,5,135000000000,75.1,17200
Slovenia,SVN,Europe,2010,5,56900000000,79.4,24600
Solomon Islands,SLB,Oceania,2010,2,922000000,67.1,910
Somalia,SOM,Africa,2010,1,,54.0,
South Africa,ZAF,Africa,2010,3,601000000000,54.4,6250
South Sudan,SSD,Africa,2010,0,37400000000,53.7,1060
Spain,ESP,Europe,2010,5,1490000000000,81.6,32100
Sri Lanka,LKA,Asia,2010,2,169000000000,74.3,2430
St. Kitts and Nevis,KNA,Americas,2010,3,1080000000,,13100
St. Lucia,LCA,Americas,2010,3,1830000000,74.5,6560
St. Martin (French part),MAF,Americas,2010,4,,78.7,
St. Vincent and the Grenadines,VCT,Americas,2010,3,1060000000,72.3,6030
Sudan,SDN,Africa,2010,2,147000000000,62.0,1200
Suriname,SUR,Americas,2010,3,7370000000,70.4,7780
Swaziland,SWZ,Africa,2010,2,8880000000,48.3,3060
Sweden,SWE,Europe,2010,5,391000000000,81.5,53900
Switzerland,CHE,Europe,2010,5,414000000000,82.2,77400
Syrian Arab Republic,SYR,Asia,2010,2,,72.3,
Tajikistan,TJK,Asia,2010,1,15800000000,68.6,920
Tanzania,TZA,Africa,2010,1,91700000000,61.6,700
Thailand,THA,Asia,2010,3,888000000000,73.7,4610
Timor-Leste,TLS,Asia,2010,2,2010000000,67.3,3010
Togo,TGO,Africa,2010,1,7700000000,57.3,450
Tonga,TON,Oceania,2010,2,509000000,72.2,3570
Trinidad and Tobago,TTO,Americas,2010,4,40700000000,69.8,16500
Tunisia,TUN,Africa,2010,3,109000000000,74.6,4170
Turkey,TUR,Asia,2010,3,1200000000000,74.1,9960
Turkmenistan,TKM,Asia,2010,2,49600000000,65.0,4110
Turks and Caicos Islands,TCA,Americas,2010,4,,,
Tuvalu,TUV,Oceania,2010,2,31021363,,4720
Uganda,UGA,Africa,2010,1,51100000000,55.8,550
Ukraine,UKR,Europe,2010,2,352000000000,70.3,2990
United Arab Emirates,ARE,Asia,2010,4,468000000000,76.7,34100
United Kingdom,GBR,Europe,2010,5,2240000000000,80.4,41400
United States,USA,Americas,2010,5,15000000000000,78.5,49000
Uruguay,URY,Americas,2010,3,56477081186,76.4,10390
Uzbekistan,UZB,Asia,2010,2,119000000000,67.9,1340
Vanuatu,VUT,Oceania,2010,2,683000000,70.8,2690
"Venezuela, RB",VEN,Americas,2010,3,471000000000,73.7,11500
Vietnam,VNM,Asia,2010,2,382000000000,75.0,1270
Virgin Islands (U.S.),VIR,Americas,2010,4,,79.2,
West Bank and Gaza,PSE,Asia,2010,0,15500000000,72.2,2310
"Yemen, Rep.",YEM,Asia,2010,2,104000000000,62.8,1180
Zambia,ZMB,Africa,2010,2,44499351077,56.4,1310
Zimbabwe,ZWE,Africa,2010,1,19016741422,49.6,500
Taiwan,TWN,Asia,2010,4,894000000000,78.2,19864
Afghanistan,AFG,Asia,2011,1,49300000000,59.3,580
Albania,ALB,Europe,2011,2,29700000000,77.2,4390
Algeria,DZA,Africa,2011,3,478000000000,74.1,4590
American Samoa,ASM,Oceania,2011,3,,,
Andorra,AND,Europe,2011,,,,40600
Angola,AGO,Africa,2011,3,143000000000,51.1,3740
Antigua and Barbuda,ATG,Americas,2011,3,1760000000,75.5,12400
Argentina,ARG,Americas,2011,3,822000000000,75.6,10700
Armenia,ARM,Asia,2011,2,20200000000,74.3,3420
Aruba,ABW,Americas,2011,4,3670000000,75.1,
Australia,AUS,Oceania,2011,5,933000000000,81.9,50100
Austria,AUT,Europe,2011,5,371000000000,81.0,50300
Azerbaijan,AZE,Asia,2011,3,145000000000,70.6,5530
"Bahamas, The",BHS,Americas,2011,4,8310000000,74.8,21300
Bahrain,BHR,Asia,2011,4,51300000000,76.3,17800
Bangladesh,BGD,Asia,2011,1,396000000000,70.5,870
Barbados,BRB,Americas,2011,4,4320000000,75.0,15100
Belarus,BLR,Europe,2011,3,157000000000,70.6,6130
Belgium,BEL,Europe,2011,5,456000000000,80.6,47000
Belize,BLZ,Americas,2011,2,2590000000,69.8,4150
Benin,BEN,Africa,2011,1,17227124155,58.9,770
Bermuda,BMU,Americas,2011,4,3550000000,81.2,108000
Bhutan,BTN,Asia,2011,2,5040000000,68.3,2170
Bolivia,BOL,Americas,2011,2,56400000000,66.9,2010
Bosnia and Herzegovina,BIH,Europe,2011,3,36495497235,76.0,4780
Botswana,BWA,Africa,2011,3,28500000000,64.0,6510
Brazil,BRA,Americas,2011,3,2970000000000,73.6,11000
British Virgin Islands,VGB,Americas,2011,,,,
Brunei Darussalam,BRN,Asia,2011,4,32480415591,77.9,35010
Bulgaria,BGR,Europe,2011,3,115000000000,74.2,7190
Burkina Faso,BFA,Africa,2011,1,23700000000,57.5,620
Burundi,BDI,Africa,2011,1,6980000000,55.3,220
Cabo Verde,CPV,Africa,2011,2,3040000000,72.7,3540
Cambodia,KHM,Asia,2011,1,38700000000,66.9,810
Cameroon,CMR,Africa,2011,2,55200000000,54.1,1210
Canada,CAN,Americas,2011,5,1430000000000,81.3,47100
Cayman Islands,CYM,Americas,2011,4,2823463452,,
Central African Republic,CAF,Africa,2011,1,4080000000,48.4,480
Chad,TCD,Africa,2011,1,22900000000,50.3,890
Channel Islands,CHI,Europe,2011,4,,80.2,
Chile,CHL,Americas,2011,3,349000000000,80.6,12350
China,CHN,Asia,2011,6,14000000000000,75.2,5060
Colombia,COL,Americas,2011,3,534000000000,73.5,6180
Comoros,COM,Africa,2011,1,1000000000,62.2,790
"Congo, Dem. Rep.",COD,Africa,2011,1,42000000000,57.4,310
"Congo, Rep.",COG,Africa,2011,2,23500000000,60.1,2230
Costa Rica,CRI,Americas,2011,3,61600000000,78.9,8060
Cote d'Ivoire,CIV,Africa,2011,2,52500000000,50.5,1150
Croatia,HRV,Europe,2011,4,88627632084,76.8,14050
Cuba,CUB,Americas,2011,3,214000000000,79.0,5880
Curacao,CUW,Americas,2011,4,,77.5,
Cyprus,CYP,Asia,2011,4,28200000000,79.6,31500
Czech Republic,CZE,Europe,2011,5,302000000000,77.9,19400
Denmark,DNK,Europe,2011,5,246000000000,79.8,61500
Djibouti,DJI,Africa,2011,2,2340000000,60.9,
Dominica,DMA,Americas,2011,3,727000000,,6870
Dominican Republic,DOM,Americas,2011,3,114000000000,72.9,5420
Ecuador,ECU,Americas,2011,3,151000000000,75.2,4900
"Egypt, Arab Rep.",EGY,Africa,2011,2,844000000000,70.5,2590
El Salvador,SLV,Americas,2011,2,46000000000,72.0,3600
Equatorial Guinea,GNQ,Africa,2011,4,34200000000,56.4,15200
Eritrea,ERI,Africa,2011,1,6760000000,62.1,480
Estonia,EST,Europe,2011,5,32600000000,76.2,15900
Ethiopia,ETH,Africa,2011,1,105000000000,62.1,390
Faroe Islands,FRO,Europe,2011,4,,80.9,
Fiji,FJI,Oceania,2011,2,6490000000,69.6,3760
Finland,FIN,Europe,2011,5,219000000000,80.5,49900
France,FRA,Europe,2011,5,2450000000000,82.1,44220
French Polynesia,PYF,Oceania,2011,4,,75.9,
Gabon,GAB,Africa,2011,3,27000000000,62.7,8650
"Gambia, The",GMB,Africa,2011,1,2680000000,59.6,520
Georgia,GEO,Asia,2011,2,28345977228,74.2,3300
Germany,DEU,Europe,2011,5,3430000000000,80.7,46500
Ghana,GHA,Africa,2011,2,85500000000,60.8,1410
Gibraltar,GIB,Europe,2011,,,,
Greece,GRC,Europe,2011,5,290000000000,80.7,24900
Greenland,GRL,Americas,2011,4,,71.1,
Grenada,GRD,Americas,2011,3,1180000000,72.8,7180
Guam,GUM,Oceania,2011,4,,78.4,
Guatemala,GTM,Americas,2011,2,102000000000,71.0,2830
Guinea,GIN,Africa,2011,1,13400000000,57.0,400
Guinea-Bissau,GNB,Africa,2011,1,2370000000,54.2,600
Guyana,GUY,Americas,2011,2,4590000000,66.1,3190
Haiti,HTI,Americas,2011,1,15849403538,61.6,700
Honduras,HND,Americas,2011,2,33800000000,72.6,2070
Hong Kong,HKG,Asia,2011,4,354000000000,83.4,35700
Hungary,HUN,Europe,2011,5,227000000000,74.9,13100
Iceland,ISL,Europe,2011,5,12600000000,82.4,37600
India,IND,Asia,2011,2,5780000000000,66.9,1370
Indonesia,IDN,Asia,2011,2,2170000000000,68.3,3010
Iran,IRN,Asia,2011,3,1350000000000,74.4,6730
Iraq,IRQ,Asia,2011,2,421000000000,68.7,4790
Ireland,IRL,Europe,2011,5,208000000000,80.7,42800
Isle of Man,IMN,Europe,2011,,,,72700
Israel,ISR,Asia,2011,5,237000000000,81.7,31600
Italy,ITA,Europe,2011,5,2160000000000,82.2,37700
Jamaica,JAM,Americas,2011,3,22900000000,75.1,4810
Japan,JPN,Asia,2011,5,4570000000000,82.6,46900
Jordan,JOR,Asia,2011,3,69800000000,73.6,3990
Kazakhstan,KAZ,Asia,2011,3,352000000000,69.0,8280
Kenya,KEN,Africa,2011,1,109000000000,59.5,1040
Kiribati,KIR,Oceania,2011,2,179000000,65.4,2010
North Korea,PRK,Asia,2011,1,,69.2,
South Korea,KOR,Asia,2011,5,1560000000000,81.0,22600
Kosovo,XKX,Europe,2011,0,14700000000,70.1,3640
Kuwait,KWT,Asia,2011,4,247000000000,74.2,42900
Kyrgyz Republic,KGZ,Asia,2011,1,16100000000,69.6,880
Lao PDR,LAO,Asia,2011,2,26900000000,64.8,1120
Latvia,LVA,Europe,2011,3,40700000000,73.6,13100
Lebanon,LBN,Asia,2011,3,72000000000,78.7,8600
Lesotho,LSO,Africa,2011,2,5170000000,48.2,1490
Liberia,LBR,Africa,2011,1,2990000000,59.9,320
Libya,LBY,Africa,2011,3,69300000000,71.7,4660
Liechtenstein,LIE,Europe,2011,4,,81.8,
Lithuania,LTU,Europe,2011,3,69178303536,73.6,13220
Luxembourg,LUX,Europe,2011,5,46700000000,81.0,75700
Macao,MAC,Asia,2011,4,64100000000,79.9,55200
"Macedonia, FYR",MKD,Europe,2011,3,24100000000,74.9,4820
Madagascar,MDG,Africa,2011,1,29700000000,63.8,420
Malawi,MWI,Africa,2011,1,16400000000,58.5,480
Malaysia,MYS,Asia,2011,3,625000000000,74.3,9060
Maldives,MDV,Asia,2011,3,4190000000,76.3,5850
Mali,MLI,Africa,2011,1,29100000000,56.7,730
Malta,MLT,Europe,2011,4,12000000000,80.7,21300
Marshall Islands,MHL,Oceania,2011,2,184000000,,3960
Mauritania,MRT,Africa,2011,1,12500000000,62.3,1210
Mauritius,MUS,Africa,2011,3,20700000000,73.3,8580
Mexico,MEX,Americas,2011,3,1900000000000,76.2,9080
"Micronesia, Fed. Sts.",FSM,Oceania,2011,2,353000000,68.7,3050
Moldova,MDA,Europe,2011,2,14900000000,70.3,1990
Monaco,MCO,Europe,2011,4,,,
Mongolia,MNG,Asia,2011,2,24500000000,68.1,2600
Montenegro,MNE,Europe,2011,3,8970000000,75.4,7240
Morocco,MAR,Africa,2011,2,223000000000,73.0,3020
Mozambique,MOZ,Africa,2011,1,23800000000,53.7,480
Myanmar,MMR,Asia,2011,1,197000000000,65.2,990
Namibia,NAM,Africa,2011,3,19300000000,63.3,4970
Nauru,NRU,Oceania,2011,,73800000,,6770
Nepal,NPL,Asia,2011,1,55500000000,68.4,610
Netherlands,NLD,Europe,2011,5,769000000000,81.2,54100
New Caledonia,NCL,Oceania,2011,4,,76.7,
New Zealand,NZL,Oceania,2011,5,144000000000,80.9,32300
Nicaragua,NIC,Americas,2011,2,24500000000,73.9,1600
Niger,NER,Africa,2011,1,13700000000,59.2,360
Nigeria,NGA,Africa,2011,2,857000000000,51.7,1720
Northern Mariana Islands,MNP,Oceania,2011,4,,,
Norway,NOR,Europe,2011,5,307000000000,81.3,90300
Oman,OMN,Asia,2011,4,136000000000,76.3,17200
Pakistan,PAK,Asia,2011,2,751000000000,65.4,1150
Palau,PLW,Oceania,2011,3,267000000,,9310
Panama,PAN,Americas,2011,3,62800000000,77.1,8350
Papua New Guinea,PNG,Oceania,2011,2,16400000000,62.2,1520
Paraguay,PRY,Americas,2011,2,47200000000,72.5,3260
Peru,PER,Americas,2011,3,311000000000,73.8,4880
Philippines,PHL,Asia,2011,2,544000000000,67.9,2640
Poland,POL,Europe,2011,5,870000000000,76.7,12900
Portugal,PRT,Europe,2011,5,283000000000,80.5,22700
Puerto Rico,PRI,Americas,2011,4,126000000000,78.7,17350
Qatar,QAT,Asia,2011,4,252000000000,78.0,71500
Romania,ROU,Europe,2011,3,365000000000,74.4,8610
Russian Federation,RUS,Europe,2011,3,3440000000000,69.7,11000
Rwanda,RWA,Africa,2011,1,14700000000,62.2,590
Samoa,WSM,Oceania,2011,2,1060000000,72.7,3590
San Marino,SMR,Europe,2011,4,,83.3,
Sao Tome and Principe,STP,Africa,2011,2,482000000,66.0,1250
Saudi Arabia,SAU,Asia,2011,4,1370000000000,73.9,20500
Senegal,SEN,Africa,2011,2,28700000000,64.7,1020
Serbia,SRB,Europe,2011,3,93800000000,74.5,5910
Seychelles,SYC,Africa,2011,3,1970000000,72.7,11100
Sierra Leone,SLE,Africa,2011,1,8240000000,49.0,470
Singapore,SGP,Asia,2011,4,388000000000,81.7,48370
Sint Maarten (Dutch part),SXM,Americas,2011,4,1210000000,,
Slovak Republic,SVK,Europe,2011,5,139000000000,76.0,17200
Slovenia,SVN,Europe,2011,5,59100000000,80.0,24600
Solomon Islands,SLB,Oceania,2011,2,1060000000,67.3,1120
Somalia,SOM,Africa,2011,1,,54.4,
South Africa,ZAF,Africa,2011,3,633000000000,55.3,7050
South Sudan,SSD,Africa,2011,2,36400000000,54.2,910
Spain,ESP,Europe,2011,5,1500000000000,82.5,31100
Sri Lanka,LKA,Asia,2011,2,187000000000,74.4,2860
St. Kitts and Nevis,KNA,Americas,2011,4,1130000000,,13500
St. Lucia,LCA,Americas,2011,3,1880000000,74.6,6830
St. Martin (French part),MAF,Americas,2011,4,,78.9,
St. Vincent and the Grenadines,VCT,Americas,2011,3,1080000000,72.5,6070
Sudan,SDN,Africa,2011,2,147000000000,62.5,1410
Suriname,SUR,Americas,2011,3,7910000000,70.6,8070
Swaziland,SWZ,Africa,2011,2,9230000000,48.7,3460
Sweden,SWE,Europe,2011,5,413000000000,81.8,56100
Switzerland,CHE,Europe,2011,5,442000000000,82.7,79300
Syrian Arab Republic,SYR,Asia,2011,2,,71.5,
Tajikistan,TJK,Asia,2011,1,17300000000,68.9,1020
Tanzania,TZA,Africa,2011,1,101000000000,62.6,740
Thailand,THA,Asia,2011,3,914000000000,73.9,5000
Timor-Leste,TLS,Asia,2011,2,2220000000,67.6,3800
Togo,TGO,Africa,2011,1,8240000000,57.9,460
Tonga,TON,Oceania,2011,2,534000000,72.3,3780
Trinidad and Tobago,TTO,Americas,2011,4,41400000000,70.0,14800
Tunisia,TUN,Africa,2011,3,109000000000,74.3,4000
Turkey,TUR,Asia,2011,3,1340000000000,74.4,10500
Turkmenistan,TKM,Asia,2011,3,58000000000,65.2,4790
Turks and Caicos Islands,TCA,Americas,2011,4,,,
Tuvalu,TUV,Oceania,2011,3,34300000,,5080
Uganda,UGA,Africa,2011,1,57100000000,56.5,620
Ukraine,UKR,Europe,2011,2,379000000000,70.8,3120
United Arab Emirates,ARE,Asia,2011,4,503000000000,76.9,35300
United Kingdom,GBR,Europe,2011,5,2310000000000,81.0,40600
United States,USA,Americas,2011,5,15500000000000,78.6,50500
Uruguay,URY,Americas,2011,3,60600000000,76.5,12000
Uzbekistan,UZB,Asia,2011,2,131000000000,68.0,1530
Vanuatu,VUT,Oceania,2011,2,705000000,71.1,2860
"Venezuela, RB",VEN,Americas,2011,3,500000000000,73.8,11790
Vietnam,VNM,Asia,2011,2,414000000000,75.2,1390
Virgin Islands (U.S.),VIR,Americas,2011,4,,79.4,
West Bank and Gaza,PSE,Asia,2011,0,17107576502,72.4,2560
"Yemen, Rep.",YEM,Asia,2011,2,92300000000,63.1,1060
Zambia,ZMB,Africa,2011,2,47945443548,57.4,1390
Zimbabwe,ZWE,Africa,2011,1,21720130515,51.6,690
Taiwan,TWN,Asia,2011,4,947000000000,78.3,21507
Afghanistan,AFG,Asia,2012,1,57500000000,59.7,700
Albania,ALB,Europe,2012,3,30530519326,77.4,4360
Algeria,DZA,Africa,2012,3,504000000000,74.3,5200
American Samoa,ASM,Oceania,2012,3,,,
Andorra,AND,Europe,2012,,,,41010
Angola,AGO,Africa,2012,3,153000000000,51.5,4140
Antigua and Barbuda,ATG,Americas,2012,4,1860000000,75.6,12800
Argentina,ARG,Americas,2012,3,829000000000,75.8,11900
Armenia,ARM,Asia,2012,2,22000000000,74.5,3760
Aruba,ABW,Americas,2012,4,,75.2,
Australia,AUS,Oceania,2012,5,968000000000,82.0,59800
Austria,AUT,Europe,2012,5,390000000000,80.9,49800
Azerbaijan,AZE,Asia,2012,3,150000000000,70.6,6290
"Bahamas, The",BHS,Americas,2012,4,8730000000,74.9,21700
Bahrain,BHR,Asia,2012,4,54200000000,76.4,19400
Bangladesh,BGD,Asia,2012,1,429000000000,70.9,950
Barbados,BRB,Americas,2012,4,4420000000,75.2,15200
Belarus,BLR,Europe,2012,3,163000000000,72.0,6400
Belgium,BEL,Europe,2012,5,471000000000,80.4,47100
Belize,BLZ,Americas,2012,3,2740000000,69.9,4260
Benin,BEN,Africa,2012,1,18400000000,59.1,790
Bermuda,BMU,Americas,2012,4,3440000000,81.7,106000
Bhutan,BTN,Asia,2012,2,5392970630,68.7,2320
Bolivia,BOL,Americas,2012,2,60400000000,67.4,2280
Bosnia and Herzegovina,BIH,Europe,2012,3,37100000000,76.1,4690
Botswana,BWA,Africa,2012,3,30300000000,64.2,7160
Brazil,BRA,Americas,2012,3,3090000000000,73.8,12000
British Virgin Islands,VGB,Americas,2012,,,,
Brunei Darussalam,BRN,Asia,2012,4,33400000000,78.3,41700
Bulgaria,BGR,Europe,2012,3,118000000000,74.3,7420
Burkina Faso,BFA,Africa,2012,1,25700000000,57.9,670
Burundi,BDI,Africa,2012,1,7390000000,55.8,240
Cabo Verde,CPV,Africa,2012,2,3130000000,72.8,3470
Cambodia,KHM,Asia,2012,1,42200000000,67.3,880
Cameroon,CMR,Africa,2012,2,58800000000,54.6,1230
Canada,CAN,Americas,2012,5,1460000000000,81.6,51200
Cayman Islands,CYM,Americas,2012,4,,,
Central African Republic,CAF,Africa,2012,1,4330000000,49.1,490
Chad,TCD,Africa,2012,1,25398008887,50.8,960
Channel Islands,CHI,Europe,2012,4,,80.3,
Chile,CHL,Americas,2012,5,372000000000,80.9,14400
China,CHN,Asia,2012,6,15300000000000,75.4,5940
Colombia,COL,Americas,2012,3,565000000000,73.6,7140
Comoros,COM,Africa,2012,1,1050000000,62.6,800
"Congo, Dem. Rep.",COD,Africa,2012,1,45900000000,57.9,350
"Congo, Rep.",COG,Africa,2012,2,24900000000,60.9,2510
Costa Rica,CRI,Americas,2012,3,65800000000,79.1,9220
Cote d'Ivoire,CIV,Africa,2012,2,59200000000,50.9,1260
Croatia,HRV,Europe,2012,4,90200000000,76.9,13500
Cuba,CUB,Americas,2012,3,225000000000,79.1,
Curacao,CUW,Americas,2012,4,,,
Cyprus,CYP,Asia,2012,4,27500000000,79.8,28900
Czech Republic,CZE,Europe,2012,5,305000000000,78.1,19400
Denmark,DNK,Europe,2012,5,249000000000,80.1,61100
Djibouti,DJI,Africa,2012,2,2500000000,61.3,
Dominica,DMA,Americas,2012,3,732000000,,6660
Dominican Republic,DOM,Americas,2012,3,119000000000,73.1,5660
Ecuador,ECU,Americas,2012,3,162000000000,75.4,5410
"Egypt, Arab Rep.",EGY,Africa,2012,2,878000000000,70.7,2850
El Salvador,SLV,Americas,2012,2,47700000000,72.2,3730
Equatorial Guinea,GNQ,Africa,2012,4,37700000000,56.9,18500
Eritrea,ERI,Africa,2012,1,,62.6,
Estonia,EST,Europe,2012,5,34400000000,76.3,17000
Ethiopia,ETH,Africa,2012,1,116000000000,62.8,410
Faroe Islands,FRO,Europe,2012,4,,81.2,
Fiji,FJI,Oceania,2012,3,6737627631,69.7,4120
Finland,FIN,Europe,2012,5,220000000000,80.6,48700
France,FRA,Europe,2012,5,2470000000000,82.0,43000
French Polynesia,PYF,Oceania,2012,4,,76.1,
Gabon,GAB,Africa,2012,3,28900000000,63.3,9850
"Gambia, The",GMB,Africa,2012,1,2890000000,59.8,520
Georgia,GEO,Asia,2012,2,30700000000,74.4,3870
Germany,DEU,Europe,2012,5,3500000000000,80.9,46710
Ghana,GHA,Africa,2012,2,95200000000,61.0,1570
Gibraltar,GIB,Europe,2012,,,,
Greece,GRC,Europe,2012,5,279000000000,80.6,23500
Greenland,GRL,Americas,2012,4,,71.3,
Grenada,GRD,Americas,2012,3,1190000000,73.0,7160
Guam,GUM,Oceania,2012,4,,78.6,
Guatemala,GTM,Americas,2012,2,107000000000,71.2,3070
Guinea,GIN,Africa,2012,1,14200000000,57.6,430
Guinea-Bissau,GNB,Africa,2012,1,2370469705,54.5,590
Guyana,GUY,Americas,2012,2,4900000000,66.2,3600
Haiti,HTI,Americas,2012,1,16600000000,62.0,750
Honduras,HND,Americas,2012,2,35800000000,72.8,2180
Hong Kong,HKG,Asia,2012,4,367000000000,83.5,36300
Hungary,HUN,Europe,2012,3,228000000000,75.1,12900
Iceland,ISL,Europe,2012,5,13000000000,82.9,40500
India,IND,Asia,2012,2,6220000000000,67.3,1480
Indonesia,IDN,Asia,2012,2,2340000000000,68.5,3580
Iran,IRN,Asia,2012,3,1280000000000,74.8,7010
Iraq,IRQ,Asia,2012,3,488000000000,68.9,6100
Ireland,IRL,Europe,2012,5,214000000000,80.9,41330
Isle of Man,IMN,Europe,2012,,,,78800
Israel,ISR,Asia,2012,5,251000000000,81.7,32200
Italy,ITA,Europe,2012,5,2160000000000,82.2,36000
Jamaica,JAM,Americas,2012,3,23200000000,75.3,5250
Japan,JPN,Asia,2012,5,4750000000000,83.1,49500
Jordan,JOR,Asia,2012,3,73000000000,73.7,4210
Kazakhstan,KAZ,Asia,2012,3,376000000000,69.6,9940
Kenya,KEN,Africa,2012,1,116000000000,60.3,1090
Kiribati,KIR,Oceania,2012,2,191000000,65.6,2450
North Korea,PRK,Asia,2012,1,,69.5,
South Korea,KOR,Asia,2012,5,1610000000000,81.2,24600
Kosovo,XKX,Europe,2012,0,15400000000,70.5,3780
Kuwait,KWT,Asia,2012,4,268000000000,74.4,49600
Kyrgyz Republic,KGZ,Asia,2012,1,16400000000,70.0,1040
Lao PDR,LAO,Asia,2012,2,29600000000,65.2,1290
Latvia,LVA,Europe,2012,4,43161731885,73.8,13780
Lebanon,LBN,Asia,2012,3,75000000000,78.9,8440
Lesotho,LSO,Africa,2012,2,5560000000,48.8,1610
Liberia,LBR,Africa,2012,1,3290000000,60.2,340
Libya,LBY,Africa,2012,3,,71.6,
Liechtenstein,LIE,Europe,2012,4,,82.4,
Lithuania,LTU,Europe,2012,4,73600000000,73.9,14100
Luxembourg,LUX,Europe,2012,5,48100000000,81.4,74000
Macao,MAC,Asia,2012,4,71400000000,80.1,61900
"Macedonia, FYR",MKD,Europe,2012,3,24600000000,75.0,4750
Madagascar,MDG,Africa,2012,1,31200000000,64.2,430
Malawi,MWI,Africa,2012,1,17000000000,60.1,450
Malaysia,MYS,Asia,2012,3,671000000000,74.4,10200
Maldives,MDV,Asia,2012,3,4380000000,76.5,5960
Mali,MLI,Africa,2012,1,29400000000,57.1,730
Malta,MLT,Europe,2012,4,12400000000,80.7,21600
Marshall Islands,MHL,Oceania,2012,3,194000000,,3990
Mauritania,MRT,Africa,2012,2,13506740050,62.6,1330
Mauritius,MUS,Africa,2012,3,21900000000,73.9,9260
Mexico,MEX,Americas,2012,3,1990000000000,76.4,9770
"Micronesia, Fed. Sts.",FSM,Oceania,2012,2,361000000,68.9,3220
Moldova,MDA,Europe,2012,2,15000000000,70.8,2140
Monaco,MCO,Europe,2012,4,,,
Mongolia,MNG,Asia,2012,2,28100000000,68.6,3670
Montenegro,MNE,Europe,2012,3,8600000000,75.7,7000
