Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Morocco,MAR,Africa,2012,2,234000000000,73.4,3000
Mozambique,MOZ,Africa,2012,1,26000000000,54.2,520
Myanmar,MMR,Asia,2012,1,215000000000,65.4,1120
Namibia,NAM,Africa,2012,3,20700000000,63.9,5450
Nauru,NRU,Oceania,2012,,,,9380
Nepal,NPL,Asia,2012,1,59200000000,68.8,690
Netherlands,NLD,Europe,2012,5,783000000000,81.1,52500
New Caledonia,NCL,Oceania,2012,4,,77.1,
New Zealand,NZL,Oceania,2012,5,146000000000,81.2,36800
Nicaragua,NIC,Americas,2012,2,26400000000,74.2,1700
Niger,NER,Africa,2012,1,15600000000,60.1,390
Nigeria,NGA,Africa,2012,2,910000000000,52.1,2470
Northern Mariana Islands,MNP,Oceania,2012,4,,,
Norway,NOR,Europe,2012,5,328000000000,81.5,99100
Oman,OMN,Asia,2012,4,152000000000,76.6,19100
Pakistan,PAK,Asia,2012,2,791000000000,65.7,1260
Palau,PLW,Oceania,2012,3,280000000,,9670
Panama,PAN,Americas,2012,3,69900000000,77.2,9510
Papua New Guinea,PNG,Oceania,2012,2,18072930517,62.3,1820
Paraguay,PRY,Americas,2012,2,47500000000,72.7,3430
Peru,PER,Americas,2012,3,336000000000,74.1,5670
Philippines,PHL,Asia,2012,2,591000000000,68.0,3000
Poland,POL,Europe,2012,5,907000000000,76.7,13200
Portugal,PRT,Europe,2012,5,278000000000,80.4,21200
Puerto Rico,PRI,Americas,2012,4,125000000000,78.9,18500
Qatar,QAT,Asia,2012,4,269000000000,78.2,79400
Romania,ROU,Europe,2012,3,381000000000,74.4,8740
Russian Federation,RUS,Europe,2012,4,3630000000000,70.4,13300
Rwanda,RWA,Africa,2012,1,16300000000,62.8,640
Samoa,WSM,Oceania,2012,2,1090000000,73.0,3860
San Marino,SMR,Europe,2012,4,,,
Sao Tome and Principe,STP,Africa,2012,2,506000000,66.1,1320
Saudi Arabia,SAU,Asia,2012,4,1470000000000,74.0,23700
Senegal,SEN,Africa,2012,2,30500000000,65.3,1040
Serbia,SRB,Europe,2012,3,94400000000,74.8,5700
Seychelles,SYC,Africa,2012,3,2141482321,74.2,12240
Sierra Leone,SLE,Africa,2012,1,9670000000,49.7,590
Singapore,SGP,Asia,2012,4,410000000000,82.0,51300
Sint Maarten (Dutch part),SXM,Americas,2012,4,,73.1,
Slovak Republic,SVK,Europe,2012,5,144000000000,76.1,17600
Slovenia,SVN,Europe,2012,5,59300000000,80.1,23300
Solomon Islands,SLB,Oceania,2012,2,1130000000,67.5,1520
Somalia,SOM,Africa,2012,1,,54.7,
South Africa,ZAF,Africa,2012,3,659000000000,56.1,7630
South Sudan,SSD,Africa,2012,1,20000000000,54.7,820
Spain,ESP,Europe,2012,5,1500000000000,82.4,29850
Sri Lanka,LKA,Asia,2012,2,208000000000,74.5,3360
St. Kitts and Nevis,KNA,Americas,2012,4,1140000000,,13400
St. Lucia,LCA,Americas,2012,3,1880000000,74.8,6890
St. Martin (French part),MAF,Americas,2012,4,,79.0,
St. Vincent and the Grenadines,VCT,Americas,2012,3,1110000000,72.7,6350
Sudan,SDN,Africa,2012,2,150000000000,62.8,1640
Suriname,SUR,Americas,2012,3,8310000000,70.8,8760
Swaziland,SWZ,Africa,2012,2,9730000000,48.9,3800
Sweden,SWE,Europe,2012,5,426000000000,81.7,58700
Switzerland,CHE,Europe,2012,5,461000000000,82.7,84600
Syrian Arab Republic,SYR,Asia,2012,2,,70.8,
Tajikistan,TJK,Asia,2012,1,18900000000,69.2,1150
Tanzania,TZA,Africa,2012,1,108000000000,63.5,780
Thailand,THA,Asia,2012,3,998000000000,74.1,5590
Timor-Leste,TLS,Asia,2012,2,2390000000,67.8,4180
Togo,TGO,Africa,2012,1,8797505606,58.6,480
Tonga,TON,Oceania,2012,3,548000000,72.5,4210
Trinidad and Tobago,TTO,Americas,2012,4,42700000000,70.2,16100
Tunisia,TUN,Africa,2012,3,115000000000,74.0,4110
Turkey,TUR,Asia,2012,3,1390000000000,74.6,10700
Turkmenistan,TKM,Asia,2012,3,65600000000,65.3,5660
Turks and Caicos Islands,TCA,Americas,2012,4,,,
Tuvalu,TUV,Oceania,2012,3,35000000,,4810
Uganda,UGA,Africa,2012,1,60300000000,57.1,630
Ukraine,UKR,Europe,2012,2,386000000000,70.9,3500
United Arab Emirates,ARE,Asia,2012,4,547000000000,77.0,40100
United Kingdom,GBR,Europe,2012,5,2390000000000,80.9,41200
United States,USA,Americas,2012,5,16200000000000,78.7,52500
Uruguay,URY,Americas,2012,4,63900000000,76.7,13900
Uzbekistan,UZB,Asia,2012,2,145000000000,68.1,1720
Vanuatu,VUT,Oceania,2012,2,731000000,71.4,2950
"Venezuela, RB",VEN,Americas,2012,3,538000000000,73.9,12500
Vietnam,VNM,Asia,2012,2,444000000000,75.3,1550
Virgin Islands (U.S.),VIR,Americas,2012,4,,79.5,
West Bank and Gaza,PSE,Asia,2012,0,20000000000,72.6,3070
"Yemen, Rep.",YEM,Asia,2012,2,96234421058,63.3,1240
Zambia,ZMB,Africa,2012,2,52538435072,58.4,1660
Zimbabwe,ZWE,Africa,2012,1,24457273616,53.6,770
Taiwan,TWN,Asia,2012,4,984000000000,78.5,21967
Afghanistan,AFG,Asia,2013,1,59600000000,60.0,690
Albania,ALB,Europe,2013,3,30600000000,77.6,4480
Algeria,DZA,Africa,2013,3,526000000000,74.6,5520
American Samoa,ASM,Oceania,2013,3,,,
Andorra,AND,Europe,2013,,,,43300
Angola,AGO,Africa,2013,3,166000000000,51.9,4720
Antigua and Barbuda,ATG,Americas,2013,4,1890000000,75.8,13000
Argentina,ARG,Americas,2013,3,861000000000,76.0,12850
Armenia,ARM,Asia,2013,2,23100000000,74.6,3980
Aruba,ABW,Americas,2013,4,,75.3,
Australia,AUS,Oceania,2013,5,1050000000000,82.1,65500
Austria,AUT,Europe,2013,5,405000000000,81.1,50500
Azerbaijan,AZE,Asia,2013,3,162000000000,70.7,7350
"Bahamas, The",BHS,Americas,2013,4,8867783428,75.1,21470
Bahrain,BHR,Asia,2013,4,58100000000,76.5,20900
Bangladesh,BGD,Asia,2013,1,462000000000,71.2,1010
Barbados,BRB,Americas,2013,4,4480000000,75.3,14900
Belarus,BLR,Europe,2013,3,167000000000,72.5,6790
Belgium,BEL,Europe,2013,5,486000000000,80.6,47290
Belize,BLZ,Americas,2013,3,2820000000,70.0,4340
Benin,BEN,Africa,2013,1,20000000000,59.3,860
Bermuda,BMU,Americas,2013,4,3410000000,80.6,106000
Bhutan,BTN,Asia,2013,2,5600000000,69.1,2330
Bolivia,BOL,Americas,2013,2,65555356380,67.9,2620
Bosnia and Herzegovina,BIH,Europe,2013,3,39000000000,76.3,4870
Botswana,BWA,Africa,2013,3,33835730909,64.4,7330
Brazil,BRA,Americas,2013,3,3230000000000,74.1,12200
British Virgin Islands,VGB,Americas,2013,,,,
Brunei Darussalam,BRN,Asia,2013,4,33200000000,78.5,44500
Bulgaria,BGR,Europe,2013,3,121000000000,74.9,7610
Burkina Faso,BFA,Africa,2013,1,27600000000,58.2,700
Burundi,BDI,Africa,2013,1,7860000000,56.3,250
Cabo Verde,CPV,Africa,2013,2,3210000000,73.0,3530
Cambodia,KHM,Asia,2013,1,46100000000,67.8,960
Cameroon,CMR,Africa,2013,2,63100000000,55.0,1290
Canada,CAN,Americas,2013,5,1550000000000,81.8,52560
Cayman Islands,CYM,Americas,2013,4,,,
Central African Republic,CAF,Africa,2013,1,2780000000,49.9,310
Chad,TCD,Africa,2013,1,27300000000,51.2,980
Channel Islands,CHI,Europe,2013,4,,80.5,
Chile,CHL,Americas,2013,5,396000000000,81.2,15300
China,CHN,Asia,2013,6,16800000000000,75.6,6800
Colombia,COL,Americas,2013,3,602000000000,73.8,7760
Comoros,COM,Africa,2013,1,1100000000,62.9,820
"Congo, Dem. Rep.",COD,Africa,2013,1,50600000000,58.3,370
"Congo, Rep.",COG,Africa,2013,2,26100000000,61.7,2620
Costa Rica,CRI,Americas,2013,3,68200000000,79.2,9800
Cote d'Ivoire,CIV,Africa,2013,2,65500000000,51.2,1360
Croatia,HRV,Europe,2013,4,92300000000,77.1,13500
Cuba,CUB,Americas,2013,3,235000000000,79.3,
Curacao,CUW,Americas,2013,4,,,
Cyprus,CYP,Asia,2013,4,26400000000,79.9,27000
Czech Republic,CZE,Europe,2013,5,321000000000,78.2,19300
Denmark,DNK,Europe,2013,5,259000000000,80.3,62100
Djibouti,DJI,Africa,2013,2,2670000000,61.7,
Dominica,DMA,Americas,2013,3,750000000,,6810
Dominican Republic,DOM,Americas,2013,3,126000000000,73.3,5850
Ecuador,ECU,Americas,2013,3,173000000000,75.6,5830
"Egypt, Arab Rep.",EGY,Africa,2013,2,911000000000,70.9,3040
El Salvador,SLV,Americas,2013,2,49400000000,72.5,3850
Equatorial Guinea,GNQ,Africa,2013,4,36700000000,57.3,18500
Eritrea,ERI,Africa,2013,1,,63.2,
Estonia,EST,Europe,2013,5,36200000000,77.1,18300
Ethiopia,ETH,Africa,2013,1,130000000000,63.4,470
Faroe Islands,FRO,Europe,2013,4,,81.4,
Fiji,FJI,Oceania,2013,3,7260000000,69.9,4690
Finland,FIN,Europe,2013,5,225000000000,81.0,49220
France,FRA,Europe,2013,5,2610000000000,82.2,43400
French Polynesia,PYF,Oceania,2013,4,,76.3,
Gabon,GAB,Africa,2013,3,31000000000,63.8,10300
"Gambia, The",GMB,Africa,2013,1,3080000000,60.0,500
Georgia,GEO,Asia,2013,2,32300000000,74.5,4240
Germany,DEU,Europe,2013,5,3650000000000,80.8,46600
Ghana,GHA,Africa,2013,2,104000000000,61.1,1740
Gibraltar,GIB,Europe,2013,,,,
Greece,GRC,Europe,2013,5,286000000000,81.3,22500
Greenland,GRL,Americas,2013,4,,,
Grenada,GRD,Americas,2013,3,1230000000,73.2,7550
Guam,GUM,Oceania,2013,4,,78.9,
Guatemala,GTM,Americas,2013,2,113000000000,71.5,3290
Guinea,GIN,Africa,2013,1,14700000000,58.2,450
Guinea-Bissau,GNB,Africa,2013,1,2430000000,54.8,600
Guyana,GUY,Americas,2013,2,5240000000,66.3,3940
Haiti,HTI,Americas,2013,1,17600000000,62.4,800
Honduras,HND,Americas,2013,2,37400000000,72.9,2240
Hong Kong,HKG,Asia,2013,4,384000000000,83.8,38500
Hungary,HUN,Europe,2013,3,241000000000,75.6,13400
Iceland,ISL,Europe,2013,5,13700000000,82.1,46400
India,IND,Asia,2013,2,6740000000000,67.7,1520
Indonesia,IDN,Asia,2013,2,2520000000000,68.7,3740
Iran,IRN,Asia,2013,3,1280000000000,75.1,7120
Iraq,IRQ,Asia,2013,3,529000000000,69.2,6840
Ireland,IRL,Europe,2013,5,222000000000,81.0,44100
Isle of Man,IMN,Europe,2013,,,,83960
Israel,ISR,Asia,2013,5,276000000000,82.1,34400
Italy,ITA,Europe,2013,5,2180000000000,82.7,35400
Jamaica,JAM,Americas,2013,3,23700000000,75.5,5310
Japan,JPN,Asia,2013,5,4970000000000,83.3,48300
Jordan,JOR,Asia,2013,3,76200000000,73.9,4420
Kazakhstan,KAZ,Asia,2013,3,405000000000,70.5,11840
Kenya,KEN,Africa,2013,1,124000000000,61.0,1180
Kiribati,KIR,Oceania,2013,2,206000000,65.8,2840
North Korea,PRK,Asia,2013,1,,69.8,
South Korea,KOR,Asia,2013,5,1650000000000,81.7,25900
Kosovo,XKX,Europe,2013,0,16200000000,70.8,3960
Kuwait,KWT,Asia,2013,4,276000000000,74.5,52100
Kyrgyz Republic,KGZ,Asia,2013,2,18500000000,70.2,1220
Lao PDR,LAO,Asia,2013,2,32600000000,65.7,1490
Latvia,LVA,Europe,2013,4,45700000000,74.0,14900
Lebanon,LBN,Asia,2013,3,76850317287,79.1,8180
Lesotho,LSO,Africa,2013,2,5760000000,49.3,1660
Liberia,LBR,Africa,2013,1,3631054395,60.5,370
Libya,LBY,Africa,2013,3,,71.7,
Liechtenstein,LIE,Europe,2013,4,,82.3,
Lithuania,LTU,Europe,2013,4,78900000000,73.9,15300
Luxembourg,LUX,Europe,2013,5,52000000000,81.8,73500
Macao,MAC,Asia,2013,4,80600000000,80.3,71600
"Macedonia, FYR",MKD,Europe,2013,3,26300000000,75.2,5010
Madagascar,MDG,Africa,2013,1,32400000000,64.7,440
Malawi,MWI,Africa,2013,1,18200000000,61.5,390
Malaysia,MYS,Asia,2013,3,714000000000,74.6,10900
Maldives,MDV,Asia,2013,3,4660000000,76.6,6000
Mali,MLI,Africa,2013,1,30600000000,57.5,760
Malta,MLT,Europe,2013,4,13300000000,81.7,22500
Marshall Islands,MHL,Oceania,2013,3,202000000,,4270
Mauritania,MRT,Africa,2013,2,14600000000,62.8,1420
Mauritius,MUS,Africa,2013,3,23000000000,74.0,9790
Mexico,MEX,Americas,2013,3,2050000000000,76.5,9920
"Micronesia, Fed. Sts.",FSM,Oceania,2013,2,354000000,69.0,3280
Moldova,MDA,Europe,2013,2,16700000000,71.2,2470
Monaco,MCO,Europe,2013,4,,,
Mongolia,MNG,Asia,2013,2,31800000000,69.1,4370
Montenegro,MNE,Europe,2013,3,9250000000,76.0,7330
Morocco,MAR,Africa,2013,2,249000000000,73.7,3100
Mozambique,MOZ,Africa,2013,1,28300000000,54.6,590
Myanmar,MMR,Asia,2013,1,237000000000,65.7,1190
Namibia,NAM,Africa,2013,3,22196845090,64.3,5730
Nauru,NRU,Oceania,2013,,,,14600
Nepal,NPL,Asia,2013,1,62700000000,69.2,730
Netherlands,NLD,Europe,2013,5,819000000000,81.3,52300
New Caledonia,NCL,Oceania,2013,4,,77.3,
New Zealand,NZL,Oceania,2013,5,161000000000,81.4,40000
Nicaragua,NIC,Americas,2013,2,28018197002,74.5,1790
Niger,NER,Africa,2013,1,16700000000,60.8,400
Nigeria,NGA,Africa,2013,2,974000000000,52.4,2680
Northern Mariana Islands,MNP,Oceania,2013,4,,,
Norway,NOR,Europe,2013,5,340000000000,81.8,104000
Oman,OMN,Asia,2013,4,161000000000,76.8,19600
Pakistan,PAK,Asia,2013,2,839000000000,66.0,1360
Palau,PLW,Oceania,2013,3,278000000,,9760
Panama,PAN,Americas,2013,3,75700000000,77.4,10500
Papua New Guinea,PNG,Oceania,2013,2,19400000000,62.4,2040
Paraguay,PRY,Americas,2013,2,55049839778,72.8,4190
Peru,PER,Americas,2013,3,362000000000,74.3,6270
Philippines,PHL,Asia,2013,2,643000000000,68.1,3340
Poland,POL,Europe,2013,5,941000000000,77.0,13500
Portugal,PRT,Europe,2013,5,292000000000,80.7,21300
Puerto Rico,PRI,Americas,2013,4,126000000000,79.2,19300
Qatar,QAT,Asia,2013,4,286000000000,78.4,87600
Romania,ROU,Europe,2013,3,397000000000,75.1,9260
Russian Federation,RUS,Europe,2013,4,3470000000000,70.4,14800
Rwanda,RWA,Africa,2013,1,17400000000,63.4,670
Samoa,WSM,Oceania,2013,2,1080000000,73.3,3960
San Marino,SMR,Europe,2013,4,,,
Sao Tome and Principe,STP,Africa,2013,2,539225903,66.3,1520
Saudi Arabia,SAU,Asia,2013,4,1530000000000,74.2,25200
Senegal,SEN,Africa,2013,2,32000000000,65.9,1040
Serbia,SRB,Europe,2013,3,98700000000,75.2,6050
Seychelles,SYC,Africa,2013,3,2310000000,73.1,13500
Sierra Leone,SLE,Africa,2013,1,11900000000,50.4,730
Singapore,SGP,Asia,2013,4,436000000000,82.2,54600
Sint Maarten (Dutch part),SXM,Americas,2013,4,,,
Slovak Republic,SVK,Europe,2013,5,151000000000,76.4,18100
Slovenia,SVN,Europe,2013,5,60900000000,80.3,23200
Solomon Islands,SLB,Oceania,2013,2,1190000000,67.7,1830
Somalia,SOM,Africa,2013,1,,55.0,
South Africa,ZAF,Africa,2013,3,686000000000,56.7,7410
South Sudan,SSD,Africa,2013,2,23000000000,55.2,970
Spain,ESP,Europe,2013,5,1530000000000,83.1,29500
Sri Lanka,LKA,Asia,2013,2,218000000000,74.7,3490
St. Kitts and Nevis,KNA,Americas,2013,4,1230000000,,14400
St. Lucia,LCA,Americas,2013,3,1910000000,74.9,7040
St. Martin (French part),MAF,Americas,2013,4,,79.2,
St. Vincent and the Grenadines,VCT,Americas,2013,3,1150000000,72.8,6510
Sudan,SDN,Africa,2013,2,159000000000,63.2,1170
Suriname,SUR,Americas,2013,3,8681306607,71.0,9180
Swaziland,SWZ,Africa,2013,2,10300000000,48.9,3720
Sweden,SWE,Europe,2013,5,439000000000,82.0,61200
Switzerland,CHE,Europe,2013,5,484000000000,82.8,88100
Syrian Arab Republic,SYR,Asia,2013,2,,70.3,
Tajikistan,TJK,Asia,2013,1,20700000000,69.4,1320
Tanzania,TZA,Africa,2013,1,118000000000,64.3,850
Thailand,THA,Asia,2013,3,1040000000000,74.2,5790
Timor-Leste,TLS,Asia,2013,2,2500000000,68.0,3930
Togo,TGO,Africa,2013,1,9290000000,59.1,500
Tonga,TON,Oceania,2013,3,539599713,72.6,4330
Trinidad and Tobago,TTO,Americas,2013,4,44500000000,70.3,18100
Tunisia,TUN,Africa,2013,3,121000000000,74.0,4170
Turkey,TUR,Asia,2013,3,1470000000000,74.9,10800
Turkmenistan,TKM,Asia,2013,3,73500000000,65.5,6690
Turks and Caicos Islands,TCA,Americas,2013,4,,,
Tuvalu,TUV,Oceania,2013,3,36100000,,6120
Uganda,UGA,Africa,2013,1,63495446802,57.8,640
Ukraine,UKR,Europe,2013,2,393000000000,71.2,3800
United Arab Emirates,ARE,Asia,2013,4,582000000000,77.2,43800
United Kingdom,GBR,Europe,2013,5,2500000000000,81.0,42400
United States,USA,Americas,2013,5,16700000000000,78.8,53600
Uruguay,URY,Americas,2013,4,67964153525,76.8,15580
Uzbekistan,UZB,Asia,2013,2,159000000000,68.2,1940
Vanuatu,VUT,Oceania,2013,2,757000000,71.7,3200
"Venezuela, RB",VEN,Americas,2013,3,554000000000,74.1,11780
Vietnam,VNM,Asia,2013,2,476000000000,75.5,1740
Virgin Islands (U.S.),VIR,Americas,2013,4,,79.6,
West Bank and Gaza,PSE,Asia,2013,0,19400000000,72.7,3060
"Yemen, Rep.",YEM,Asia,2013,2,103000000000,63.6,1420
Zambia,ZMB,Africa,2013,2,56087980477,59.2,1750
Zimbabwe,ZWE,Africa,2013,1,25966659317,55.6,820
Taiwan,TWN,Asia,2013,4,1020000000000,79.7,22526
Afghanistan,AFG,Asia,2014,1,61435943662,60.4,660
Albania,ALB,Europe,2014,3,32720135193,77.8,4440
Algeria,DZA,Africa,2014,3,556000000000,74.8,5490
American Samoa,ASM,Oceania,2014,3,,,
Andorra,AND,Europe,2014,,,,
Angola,AGO,Africa,2014,3,178000000000,52.3,4800
Antigua and Barbuda,ATG,Americas,2014,4,2011958331,75.9,13310
Argentina,ARG,Americas,2014,4,854000000000,76.2,12330
Armenia,ARM,Asia,2014,2,24402781264,74.7,4010
Aruba,ABW,Americas,2014,4,,75.5,
Australia,AUS,Oceania,2014,5,1090000000000,82.3,64600
Austria,AUT,Europe,2014,5,416000000000,81.3,50200
Azerbaijan,AZE,Asia,2014,3,168000000000,70.8,7600
"Bahamas, The",BHS,Americas,2014,4,8980000000,75.2,21100
Bahrain,BHR,Asia,2014,4,61700000000,76.7,20600
Bangladesh,BGD,Asia,2014,2,499000000000,71.6,1080
Barbados,BRB,Americas,2014,4,4570000000,75.5,14700
Belarus,BLR,Europe,2014,3,173000000000,73.0,7340
Belgium,BEL,Europe,2014,5,503000000000,80.6,47300
Belize,BLZ,Americas,2014,3,2980000000,70.1,4430
Benin,BEN,Africa,2014,1,21700000000,59.5,900
Bermuda,BMU,Americas,2014,4,,80.8,
Bhutan,BTN,Asia,2014,2,6030000000,69.5,2370
Bolivia,BOL,Americas,2014,2,70400000000,68.3,2870
Bosnia and Herzegovina,BIH,Europe,2014,3,40000000000,76.4,4820
Botswana,BWA,Africa,2014,3,35500000000,64.4,7030
Brazil,BRA,Americas,2014,3,3290000000000,74.4,11800
British Virgin Islands,VGB,Americas,2014,,,,
Brunei Darussalam,BRN,Asia,2014,4,33000000000,78.8,42300
Bulgaria,BGR,Europe,2014,3,126000000000,75.4,7720
Burkina Faso,BFA,Africa,2014,1,29200000000,58.6,680
Burundi,BDI,Africa,2014,1,8370000000,56.7,270
Cabo Verde,CPV,Africa,2014,2,3327931745,73.1,3440
Cambodia,KHM,Asia,2014,1,50300000000,68.2,1020
Cameroon,CMR,Africa,2014,2,68000000000,55.5,1350
Canada,CAN,Americas,2014,5,1600000000000,82.0,51600
Cayman Islands,CYM,Americas,2014,4,,,
Central African Republic,CAF,Africa,2014,1,2862391719,50.7,320
Chad,TCD,Africa,2014,1,29700000000,51.6,980
Channel Islands,CHI,Europe,2014,4,,80.6,
Chile,CHL,Americas,2014,5,407000000000,81.5,14980
China,CHN,Asia,2014,6,18300000000000,75.8,7520
Colombia,COL,Americas,2014,3,640000000000,74.0,7970
Comoros,COM,Africa,2014,1,1150000000,63.3,820
"Congo, Dem. Rep.",COD,Africa,2014,1,56081570786,58.7,400
"Congo, Rep.",COG,Africa,2014,2,28400000000,62.3,2720
Costa Rica,CRI,Americas,2014,3,71498003678,79.4,10110
Cote d'Ivoire,CIV,Africa,2014,2,72300000000,51.6,1450
Croatia,HRV,Europe,2014,4,93300000000,77.3,13200
Cuba,CUB,Americas,2014,3,,79.4,
Curacao,CUW,Americas,2014,4,,77.8,
Cyprus,CYP,Asia,2014,4,26000000000,80.1,26500
Czech Republic,CZE,Europe,2014,5,341000000000,78.3,18800
Denmark,DNK,Europe,2014,5,265000000000,80.5,62400
Djibouti,DJI,Africa,2014,2,2880000000,62.0,
Dominica,DMA,Americas,2014,3,795000000,,7010
Dominican Republic,DOM,Americas,2014,3,139000000000,73.5,6110
Ecuador,ECU,Americas,2014,3,183000000000,75.9,6150
"Egypt, Arab Rep.",EGY,Africa,2014,2,948000000000,71.1,3210
El Salvador,SLV,Americas,2014,2,51000000000,72.8,3890
Equatorial Guinea,GNQ,Africa,2014,4,37100000000,57.6,17400
Eritrea,ERI,Africa,2014,1,,63.7,
Estonia,EST,Europe,2014,5,37600000000,77.2,19000
Ethiopia,ETH,Africa,2014,1,146000000000,64.0,550
Faroe Islands,FRO,Europe,2014,4,,81.7,
Fiji,FJI,Oceania,2014,3,7800000000,70.1,4850
Finland,FIN,Europe,2014,5,227000000000,81.1,49000
France,FRA,Europe,2014,5,2660000000000,82.4,42700
French Polynesia,PYF,Oceania,2014,4,,76.5,
Gabon,GAB,Africa,2014,3,33000000000,64.4,10400
"Gambia, The",GMB,Africa,2014,1,3160000000,60.2,460
Georgia,GEO,Asia,2014,2,34300000000,74.7,4490
Germany,DEU,Europe,2014,5,3810000000000,80.8,47700
Ghana,GHA,Africa,2014,2,110000000000,61.3,1590
Gibraltar,GIB,Europe,2014,,,,
Greece,GRC,Europe,2014,5,288000000000,81.3,21890
Greenland,GRL,Americas,2014,4,,,
Grenada,GRD,Americas,2014,3,1350000000,73.4,8160
Guam,GUM,Oceania,2014,4,,79.1,
Guatemala,GTM,Americas,2014,2,120000000000,71.7,3440
Guinea,GIN,Africa,2014,1,15100000000,58.7,470
Guinea-Bissau,GNB,Africa,2014,1,2530000000,55.2,590
Guyana,GUY,Americas,2014,2,5540000000,66.4,4030
Haiti,HTI,Americas,2014,1,18400000000,62.7,820
Honduras,HND,Americas,2014,2,39300000000,73.1,2260
Hong Kong,HKG,Asia,2014,4,402000000000,84.0,40200
Hungary,HUN,Europe,2014,5,252000000000,75.9,13300
Iceland,ISL,Europe,2014,5,14392205060,82.1,48550
India,IND,Asia,2014,2,7360000000000,68.0,1560
Indonesia,IDN,Asia,2014,2,2690000000000,68.9,3630
Iran,IRN,Asia,2014,3,1360000000000,75.4,6550
Iraq,IRQ,Asia,2014,3,538000000000,69.4,6560
Ireland,IRL,Europe,2014,5,237000000000,81.2,46880
Isle of Man,IMN,Europe,2014,,,,85290
Israel,ISR,Asia,2014,5,287000000000,82.2,35700
Italy,ITA,Europe,2014,5,2210000000000,82.7,34500
Jamaica,JAM,Americas,2014,3,24300000000,75.7,5200
Japan,JPN,Asia,2014,5,5020000000000,83.6,44000
Jordan,JOR,Asia,2014,3,80000000000,74.1,4590
Kazakhstan,KAZ,Asia,2014,3,430000000000,71.6,12100
Kenya,KEN,Africa,2014,2,133000000000,61.6,1300
Kiribati,KIR,Oceania,2014,2,214000000,66.0,3250
North Korea,PRK,Asia,2014,1,,70.1,
South Korea,KOR,Asia,2014,5,1710000000000,82.2,27000
Kosovo,XKX,Europe,2014,0,16700000000,71.1,4010
Kuwait,KWT,Asia,2014,4,282000000000,74.6,49900
Kyrgyz Republic,KGZ,Asia,2014,2,19600000000,70.4,1260
Lao PDR,LAO,Asia,2014,2,35700000000,66.1,1640
Latvia,LVA,Europe,2014,4,47600000000,74.2,15300
Lebanon,LBN,Asia,2014,3,79600000000,79.4,7950
Lesotho,LSO,Africa,2014,2,6130000000,49.7,1470
Liberia,LBR,Africa,2014,1,3720000000,60.8,370
Libya,LBY,Africa,2014,3,,71.7,
Liechtenstein,LIE,Europe,2014,4,,82.3,
Lithuania,LTU,Europe,2014,4,82300000000,74.0,16000
Luxembourg,LUX,Europe,2014,5,55500000000,82.2,76000
Macao,MAC,Asia,2014,4,81400000000,80.6,76300
"Macedonia, FYR",MKD,Europe,2014,3,28000000000,75.3,5190
Madagascar,MDG,Africa,2014,1,34093895783,65.1,440
Malawi,MWI,Africa,2014,1,19600000000,62.7,360
Malaysia,MYS,Asia,2014,3,770000000000,74.7,11100
Maldives,MDV,Asia,2014,3,5030000000,76.8,6480
Mali,MLI,Africa,2014,1,33300000000,58.0,790
Malta,MLT,Europe,2014,4,13900000000,81.7,23600
Marshall Islands,MHL,Oceania,2014,3,204000000,,4390
Mauritania,MRT,Africa,2014,2,15400000000,63.0,1370
Mauritius,MUS,Africa,2014,3,24200000000,74.2,9790
Mexico,MEX,Americas,2014,3,2160000000000,76.7,10100
"Micronesia, Fed. Sts.",FSM,Oceania,2014,2,348000000,69.1,3200
Moldova,MDA,Europe,2014,2,17800000000,71.5,2560
Monaco,MCO,Europe,2014,4,,,
Mongolia,MNG,Asia,2014,3,35000000000,69.5,4260
Montenegro,MNE,Europe,2014,3,9580000000,76.2,7320
Morocco,MAR,Africa,2014,2,259000000000,74.0,3070
Mozambique,MOZ,Africa,2014,1,31000000000,55.0,620
Myanmar,MMR,Asia,2014,2,261000000000,65.9,1200
Namibia,NAM,Africa,2014,3,24053566054,64.7,5680
Nauru,NRU,Oceania,2014,,,,17700
Nepal,NPL,Asia,2014,1,67600000000,69.6,740
Netherlands,NLD,Europe,2014,5,827000000000,81.3,51300
New Caledonia,NCL,Oceania,2014,4,,77.6,
New Zealand,NZL,Oceania,2014,5,167000000000,81.4,41700
Nicaragua,NIC,Americas,2014,2,29800000000,74.8,1870
Niger,NER,Africa,2014,1,18200000000,61.5,420
